web-scraper-order,month,days,news
1698762274-38,September,30,BTS member Jungkook reveals he will release his solo album by the end of 2023
1698762274-39,September,30,"Gong Yoo reveals he was anxious, unhappy, unable to enjoy the spotlight after Guardian success: It feels like I'm not grateful"
1698762274-40,September,30,"Forced to pay 6.5lakh as bribe for censors’ nod, says filmmaker; govt orders probe"
1698762274-41,September,30,"BJP Manipur unit writes to JP Nadda, flags ‘public anger’"
1698762274-42,September,30,"Israel, Saudi moving towards 'framework' for deal: US"
1698762274-43,September,30,"Israel, Saudi moving towards 'framework' for deal: US"
1698762274-44,September,30,"More refugees to come from Latin America, Caribbean under Biden's new 125,000 refugee cap"
1698762274-45,September,30,"More refugees to come from Latin America, Caribbean under Biden's new 125,000 refugee cap"
1698762274-46,September,30,A Russian fiesta in Delhi
1698762274-47,September,30,A Russian fiesta in Delhi
1698762274-48,September,30,Madras high court confirms conviction of 269 officials in 1992 Tamil Nadu brutality
1698762274-49,September,30,Banker from Manipur dies mysteriously in Assam
1698762274-50,September,30,Army turns to ancient Indian texts to prepare for wars of the future
1698762274-51,September,30,"Mumbai housing society ‘bars Maharashtrians', secretary's son held"
1698762274-52,September,30,"No woman doctor in Pilibhit women hospital, rape survivors refuse test"
1698762274-53,September,30,Engineers to face music for potholes on national highway: Government
1698762274-54,September,30,EPFO extends wage detail deadline
1698762274-55,September,30,"Hang my son, I’d have shot him: Father of Ujjain rape accused"
1698762274-56,September,30,"Embassy shut, Taliban push for own diplomat in India"
1698762274-57,September,30,"Pay Rs 2 lakh to teacher illegally detained for bailable offence, HC tells Maharashtra"
1698762274-58,September,30,Killers can go to Canada & have a wonderful life: Bangladesh minister
1698762274-59,September,30,"Change both size & scale, turn MNCs, Shah urges companies"
1698762274-60,September,30,Buzz in Pakistan jihadi circles over LeT chief son well-being
1698762274-61,September,30,"Emergency declared in New York City as torrential rain floods subways, roads, basements"
1698762274-62,September,30,Most top officers in states run by Congress & allies are from upper castes
1698762274-63,September,30,"Won’t scrap 40% export duty, end strike now: Government to onion traders"
1698762274-64,September,30,"Just promises, no pollution plan executed yet in Delhi: BJP"
1698762274-65,September,30,"Fix accountability and punish Bidhuri, BSP MP Danish Ali writes to Modi"
1698762274-66,September,30,"New York City area gets one of its wettest days in decades, as rain swamps subways and streets"
1698762274-67,September,30,'Let's not normalise what is happening in Canada': EAM S Jaishankar
1698762274-68,September,30,'Let's not normalise what is happening in Canada': EAM S Jaishankar
1698762274-69,September,30,"Gambling at video game parlours will lead to legal action, warns Chanda collector"
1698762274-70,September,30,"12 held for gang-rape, blackmail of 15-yr-old at Khapa"
1698762274-71,September,30,Flood maps show US vastly underestimates contamination risk at old industrial sites
1698762274-72,September,30,"2 Mexican migrants shot dead, 3 injured in dawn attack on US border near Tecate, Mexico"
1698762274-73,September,30,"Goa rains: Trees hit homes & wires, traffic flow goes haywire"
1698762274-74,September,30,Bizwoman denied office rental in Mumbai as she’s a ‘Maharashtrian’
1698762274-75,September,30,Mumbai: 17% drop in 10th-day immersions as 5th-day visarjans saw 88% rise
1698762274-76,September,30,Nature walks in reserve forests for students this wildlife week
1698762274-77,September,30,CCB submits chargesheets against Tamil Nadu minister V Senthil Balaji in two cases
1698762274-78,September,30,‘Steel unit can’t claim exemption from hearing to increase capacity’
1698762274-79,September,30,National conference at GMC to have 550 papers on epidemiology
1698762274-80,September,30,"Since 2018, Stemi project saved over 3,000 lives: Rane"
1698762274-81,September,30,"Goa TB death rate highest due to alcoholism, says GMC dean"
1698762274-82,September,30,"Harbour lacks crane, annoyed Godinho to seek Centre’s help"
1698762274-83,September,30,Plea rejected to examine rape survivor again
1698762274-84,September,30,Vachathi atrocity: Madras HC confirms conviction of 269
1698762274-85,September,30,People’s movement needed for judicial reforms: Prashant Bhushan
1698762274-86,September,30,"During visarjan, father-son duo drowns in Karjat, 8 others across Maharashtra"
1698762274-87,September,30,"Delhi’s Roshanara Club, birthplace of BCCI, sealed"
1698762274-88,September,30,"Mumbai 28mm short of season's average rainfall of 3,000mm"
1698762274-89,September,30,"Bizman's son rams luxury car, 3 injured"
1698762274-90,September,30,"After two disappointments, FC Goa had to be self-critical: Ravi Puskur"
1698762274-91,September,30,Delhi: 2 IGI ‘air train’ options on table to link T1 with T3
1698762274-92,September,30,FC Goa’s new-found confidence
1698762274-93,September,30,"Chennai: Petrol pump roof collapses killing one, injuring 10"
1698762274-94,September,30,"Mumbai builders pay Rs 5,400 per sqft as premium to authorities"
1698762274-95,September,30,"Bribes & premiums, BMC's cash cow, jack up home rates"
1698762274-96,September,30,Brison is a player with great future: Manolo
1698762274-97,September,30,"Karnataka asked to release water at 3,000 cusecs to Tamil Nadu till October 15"
1698762274-98,September,30,Making better entrepreneurs: Delhi minister Atishi takes cue from IIT Madras
1698762274-99,September,30,Delhi-Saharanpur highway low: Chaotic work a nightmare for motorists
1698762274-100,September,30,Goa banks on Netherlands’ lessons to find solution to its sand erosion
1698762274-101,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-102,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-103,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-104,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-105,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-106,September,30,Tamil Nadu BJP office-bearers to meet on October 3
1698762274-107,September,30,Revise guidelines to be followed by DRI officers during raid: Court
1698762274-108,September,30,International flights of budget airlines from Delhi airport's T1 likely by 2027
1698762274-109,September,30,Ganesha immersions turn fatal for five in Telangana
1698762274-110,September,30,Narwekar drops off Speaker's Commonwealth tour to Ghana
1698762274-111,September,30,AN OCEAN OF POSSIBILITIES
1698762274-112,September,30,"Telangana: Police driver gets death sentence for kidnap, murder of 9-year-old"
1698762274-113,September,30,"Eid, visarjan shock: Two electrocuted"
1698762274-114,September,30,One-man show: Master jewel thief arrested in Chhattisgarh for Rs 25cr Delhi heist
1698762274-115,September,30,Dabolim to receive season’s first charter with 300 Russians today
1698762274-116,September,30,‘Sale of handicrafts on Swayampurna e-Bazaar platform’
1698762274-117,September,30,Advent to house Cohance platform HQ in Hyderabad
1698762274-118,September,30,12 dengue cases detected in Bicholim
1698762274-119,September,30,Won’t let godowns move to industrial estates: Godinho
1698762274-120,September,30,Self-help groups to run govt canteens
1698762274-121,September,30,"Delhi: 5,300 vehicles can't access portal over unpaid challans"
1698762274-122,September,30,CM’s virtual public interaction on Oct 2
1698762274-123,September,30,"HCA gets a breather, Telangana HC defreezes its assets and bank account ahead of World Cup"
1698762274-124,September,30,‘PWD not repairing roads in Calangute’
1698762274-125,September,30,Locals fume over ‘reckless’ razing of Margao building
1698762274-126,September,30,Big crowd amasses at Margao police HQ over post after Eid
1698762274-127,September,30,Why green crackers can’t be answer to Delhi’s woes
1698762274-128,September,30,Town hall for LS candidates mooted by chief poll officer
1698762274-129,September,30,"More bite in dengue sting, cases rise in Telangana"
1698762274-130,September,30,"Despite hit in supply chains, work on Navy’s advanced frigates on track: GSL"
1698762274-131,September,30,‘Govt to bear losses of cattle feed plant’
1698762274-132,September,30,Farm fires: NHRC seeks fixing of responsibility
1698762274-133,September,30,3 men from Delhi wanted for 'planning terror strikes for IS'
1698762274-134,September,30,"Horoscope Today, September 30, 2023: Read your daily astrological predictions"
1698762274-135,September,30,"Exclusive: Sushant Singh on returning with Savdhaan India: Criminal Decoded, says ""There are times we become numb, we are unable to fathom the brevity of a human mind"""
1698762274-136,September,30,PM Narendra Modi set to launch BJP’s election campaign in Telangana with 2 rallies in October
1698762274-137,September,30,Actor Arnab Banerjee turns a year older
1698762274-138,September,30,ODI World Cup: Charter aircraft powerplay at Ahmedabad airport
1698762274-139,September,30,Gujarat: Retired teachers back to learning to take Class 10 exam for benefits
1698762274-140,September,30,"Girl students’ obscene pics made viral in Guwahati , probe on"
1698762274-141,September,30,Societies in 'Kill Conocarpus' mode
1698762274-142,September,30,"Savaged, Ujjain rape survivor was close to death when she was pleading for help"
1698762274-143,September,30,NID files complaint against cloned admissions website
1698762274-144,September,30,Jabalpur's law varsity grants menstrual leave
1698762274-145,September,30,"Delhi CM Arvind Kejriwal wants to keep pot boiling, GU tells high court"
1698762274-146,September,30,"12 die during immersion revelry in Pune, Nashik & Jalgaon districts"
1698762274-147,September,30,"Visarjan procession lasts over 30 hours amid splash of art, culture & sharp rain"
1698762274-148,September,30,McCarthy rejects Senate spending bill while scrambling for a House plan that averts a shutdown
1698762274-149,September,30,Karnataka notifies 28% GST on online gaming
1698762274-150,September,30,Big Brother 25: Cameron is the new HOH; Jared is out
1698762274-151,September,30,"Cauvery water dispute: Karnataka told to give 3,000 cusecs, gets 12tmcft relief"
1698762274-152,September,30,"Miraculous rescues, but 30 years on, fear still hounds Latur earthquake survivors"
1698762274-153,September,30,Last living suspect in 1996 drive-by shooting of Tupac Shakur indicted in Las Vegas on murder charge
1698762274-154,September,30,"Pune: Tea vendor offers help to hospitality firm manager, rapes her in lodge"
1698762274-155,September,30,"More than protests, Cauvery row needs a lasting solution: Kannada cinestars"
1698762274-156,September,30,Bombay high court stays MPCB order in a relief to Rohit Pawar’s firm
1698762274-157,September,30,"44 flights cancelled at KIA, cab services skeletal"
1698762274-158,September,30,"Lucknow: Man, two-month-old daughter killed as huts collapse at construction site"
1698762274-159,September,30,State capital region to cover five districts adjacent to Lucknow
1698762274-160,September,30,"Abhishek Banerjee to attend Delhi TMC protest, bypass ED summons"
1698762274-161,September,30,"Over 1,500 protesters detained during Karnataka bandh"
1698762274-162,September,30,"30% of new public toilets in Kolkata to be reserved for women, 75 of these in CBD & shopping hubs"
1698762274-163,September,30,Karnataka Examinations Authority to re-allot medical seats to Mangaluru students
1698762274-164,September,30,UP to set up new 'Ayush Board'
1698762274-165,September,30,Chief Minister model composite schools to come up in 57 districts
1698762274-166,September,30,"Pregnant teen’s throat slit, set on fire by mom and brother in UP's Hapur"
1698762274-167,September,30,West Bengal: Stamp duty sops extended till June 30
1698762274-168,September,30,"Vedanta plans to spin off, list 5 entities as $2billion debt looms"
1698762274-169,September,30,"Odisha woman dies,16 hurt in accident"
1698762274-170,September,30,"At Cognizant, ex-Wipro CFO to get $5million pay, 5x hike"
1698762274-171,September,30,Core sector growth at 14-month high of 12%
1698762274-172,September,30,Europe smashes September temperature records
1698762274-173,September,30,Probe finds ex-Pak PM Imran Khan and top party leadership involved in orchestrating May 9 violence
1698762274-174,September,30,"Neighbour rapes 8-yr-old in Mathura, arrested"
1698762274-175,September,30,Investigation on into suicides tied to Canadian who shipped ‘poison’
1698762274-176,September,30,Highest 1-day dengue cases recorded
1698762274-177,September,30,Kolkata Municipal Corporation plans new waiver scheme for tax dues
1698762274-178,September,30,PM congratulates UP for its ODF Plus feat
1698762274-179,September,30,2.70 lakh candidates to write BPSC (prelims) exam today
1698762274-180,September,30,"Monsoon 2023 has 11 days to make up 19% shortfall in Kolkata, 11% in West Bengal"
1698762274-181,September,30,Lead Ukraine volunteer units: Putin to Wagner ex-chief
1698762274-182,September,30,Rain to occur in Bihar from October 1 to 4: Met
1698762274-183,September,30,Sergio Ramos' unintended contribution helps Barcelona beat Sevilla
1698762274-184,September,30,Woman beaten to death for failing to repay loan in Katihar
1698762274-185,September,30,Railways cancels 18 trains till Oct 17
1698762274-186,September,30,'Don't glorify exam toppers; ban display of NEET & JEE results'
1698762274-187,September,30,"Pakistan seeking $11 billion aid from China & Saudi, says report"
1698762274-188,September,30,"Pakistan seeking $11 billion aid from China & Saudi, says report"
1698762274-189,September,30,Jalan Kalrock infuses 100 crore in Jet Airways
1698762274-190,September,30,Jaipur to face water shortage today as Bisalpur supply to be shut for 12 hours
1698762274-191,September,30,Forex reserves fall to 4-month low
1698762274-192,September,30,HC: Give Rs 2L compensation to teacher detained illegally
1698762274-193,September,30,Fiscal deficit at 36% of target
1698762274-194,September,30,US shutdown to hit F-16 training: Pentagon
1698762274-195,September,30,‘Pak wants discounts from Russia on oil’
1698762274-196,September,30,"Small savings rates stay unchanged, barring RD"
1698762274-197,September,30,TCS mandates 5-day 'work from office' for some teams
1698762274-198,September,30,ADB reforms to free $100 billion over a decade
1698762274-199,September,30,Sebi to MCX: Hold launch of platform
1698762274-200,September,30,Maharashtra to get Shivaji’s ‘wagh nakh’ from UK on 3-year loan
1698762274-201,September,30,Rajasthan HC sets aside husband's conviction for murdering wife
1698762274-202,September,30,"Dianne Feinstein, 90, Dies: Oldest Sitting Senator and Fixture of California Politics"
1698762274-203,September,30,"Girl killed, body set on fire on Jaipur outskirts"
1698762274-204,September,30,Rajasthan HC refers matter of making victims party in bail pleas to CJ
1698762274-205,September,30,Government to offer most NH projects on PPP mode
1698762274-206,September,30,Air India leases plane from GIFT City
1698762274-207,September,30,"Raj, Aaditya seek action over CHS row"
1698762274-208,September,30,Pankaja: Faced ‘no home for Marathi people’ situation
1698762274-209,September,30,"MLA: Suspend work on new reservoir, take off notices fixed on trees"
1698762274-210,September,30,Windfall tax hiked on domestic crude
1698762274-211,September,30,Aston Martin eyes bigger share in Indian market
1698762274-212,September,30,US inflation expectations fall in September
1698762274-213,September,30,A village in Punjab scammed: 178 youth lose Rs 2.3 crore in Canada job fraud
1698762274-214,September,30,NSYNC drop first new song together in 20 years
1698762274-215,September,30,NorthEast United FC dominates Chennaiyin FC with a 3-0 win
1698762274-216,September,30,"Hang my son, I'd have shot him, says father of accused"
1698762274-217,September,30,Delhi CM Arvind Kejriwal unveils 15-point winter action plan
1698762274-218,September,30,Paris collector offers drives in famous movie cars
1698762274-219,September,30,"With 2 gold & a silver, Aishwary is India's top gun at Asian Games"
1698762274-220,September,30,Mum-Varanasi flight receives bomb threat
1698762274-221,September,30,Inflation in Europe dips to 2-year low
1698762274-222,September,30,Maoist carrying Rs 14L reward shot dead in Balaghat
1698762274-223,September,30,Yashodhara Raje won't contest state elections
1698762274-224,September,30,CAQM allows diesel gensets for emergency services in NCR till December 31
1698762274-225,September,30,'Failed to manage garbage': MCG likely to snap ties with Ecogreen
1698762274-226,September,30,'Failed to manage garbage': MCG likely to snap ties with Ecogreen
1698762274-227,September,30,Carlos Alcaraz and Daniil Medvedev cruise to victory at China Open
1698762274-228,September,30,Glad that I could contribute in Team India’s Asian Games gold win: Smriti Mandhana
1698762274-229,September,30,Rly commuter gets back Rs 10 lakh lost valuables
1698762274-230,September,30,Over 6.4 lakh sites adopted for Shramdaan from urban and rural India for mega cleanliness drive: Union Minister Hardeep Puri
1698762274-231,September,30,"Those who talk about terrorism, represent a small minority: Jaishankar"
1698762274-232,September,30,"Lost for 13 years, Nepalese guard is back with kin; 500th reunion by Panvel NGO"
1698762274-233,September,30,"Vedanta plans to spin off, list 5 entities as $2bn debt looms"
1698762274-234,September,30,Kaun Banega Crorepati 15: Host Amitabh Bachchan warns aspiring contestants to be cautious about scams and asking for money to be on the game show
1698762274-235,September,30,"No woman doctor in Pilibhit women hospital, rape survivors refuse test"
1698762274-236,September,30,'Needle in a haystack': How cops scanned 5k mobile numbers to crack Rs 25cr heist
1698762274-237,September,30,Why back-to-back bandhs failed to bring life to a grinding halt in Karnataka
1698762274-238,September,30,Trump animates California Republicans with calls to shoot people who rob stores
1698762274-239,September,30,"Russian attack hits site in western Ukraine, limited evacuation ordered"
1698762274-240,September,30,Leander Paes savours 'special' Hall of Fame nomination
1698762274-241,September,30,"Bike hits cash van, couple & son in-law killed in Odisha's Keonjhar district"
1698762274-242,September,30,Only kin can meet MCOCA inmates in prison: Delhi HC
1698762274-243,September,30,HC asks govt to form panel for Puri Ratna Bhandar inventory
1698762274-244,September,30,HC halts safari vehicle registration at Corbett reserve for current fiscal
1698762274-245,September,30,Delhi HC notice on plea for protecting heritage buildings in Walled City
1698762274-246,September,30,"Post UK visit, CM announces help desk for NRIs at CMO"
1698762274-247,September,30,OPSC recruitment: High court rules against discrimination
1698762274-248,September,30,'Polythene bank' to tackle plastic menace in Dehradun
1698762274-249,September,30,"After assault on tribal banker, UBI assistant manager from Imphal found dead in Assam"
1698762274-250,September,30,Aishwarya Rai Bachchan and daughter Aaradhya Bachchan fly out to Paris for long weekend
1698762274-251,September,30,Delhi: Centre mulls more parking space around Kartavya Path
1698762274-252,September,30,Smart City construction near Bindal Tiraha giving commuters tough time
1698762274-253,September,30,NGT forms committee to probe alleged forest land encroachment in Nainital
1698762274-254,September,30,Jorhat forest guard trampled to death by elephant herd
1698762274-255,September,30,"Awkward Pictures: Disha Patani, Urfi Javed and more celebs are suprisingly relatable"
1698762274-256,September,30,4 simple ways to select fresh and sweet pineapple
1698762274-257,September,30,California Republicans swoon over Trump despite debate no-show
1698762274-258,September,30,Man's body found hanging from tree in Dwarka Mor
1698762274-259,September,30,DoE launches CUET mock test modules
1698762274-260,September,30,Stop sewage overflow to school: Min to GMDA in meet
1698762274-261,September,30,"75 acres along SPR cleared of squatters, 10 colonies razed"
1698762274-262,September,30,Lightning strike claims teen's life at Juhu beach
1698762274-263,September,30,"2 docs, hospital mgmt booked for negligence after medical board investigates miscarriage"
1698762274-264,September,30,"Revamp for sewer network in 4 sectors soon, says GMDA"
1698762274-265,September,30,"Years after homes built, ‘encashable’ certs on offer for farmers to give land for roads in new sectors"
1698762274-266,September,30,‘Valid for 100 years’: Probe finds 1k toll passes forged
1698762274-267,September,30,"10 vehicles stolen in Gurgaon daily, but only 1 traced"
1698762274-268,September,30,"Pillars, walls... Noida to remove anything that blocks sight here"
1698762274-269,September,30,Python that slithered into truck rescued
1698762274-270,September,30,‘Innovation network’ formed in Noida univs
1698762274-271,September,30,"No feedback, GDA’s master plan fails to clear third test"
1698762274-272,September,30,38-year-old man hit by school bus while crossing road; injured
1698762274-273,September,30,"Traffic project gets a green signal, cams at 41 spots soon"
1698762274-274,September,30,How to improve water supply? Residents give suggestions to Noida
1698762274-275,September,30,9-month-old boy admitted to hosp with dengue dies
1698762274-276,September,30,"Firecrackers worth 3L seized, two arrested"
1698762274-277,September,30,"35-year-old dies by suicide; his wife, two others booked"
1698762274-278,September,30,GNIDA demolition team returns after protest at society
1698762274-279,September,30,Governor’s ex-secy on list of babus left cooling their heels
1698762274-280,September,30,"Refuse piling up, claims Aaditya"
1698762274-281,September,30,Rabies vaccine in evening too
1698762274-282,September,30,35 school principals used fake papers to get job in Delhi govt schools: Plea in HC
1698762274-283,September,30,No QR code in ads: MahaRera slaps penalty of Rs 2L on 6 bldrs
1698762274-284,September,30,Timings of 26 long-distance trains on CR changed
1698762274-285,September,30,"OBC body calls off fast after meeting with CM, Dy CMs"
1698762274-286,September,30,‘Footpath bollards a mockery of wheelchair-bound people’
1698762274-287,September,30,Woman makes hoax terror call
1698762274-288,September,30,"Rs 1L cheque amt made to Rs 11L, 1 held"
1698762274-289,September,30,Kalbadevi jeweller denied bail in 37kg gold smuggling case
1698762274-290,September,30,Gold smuggling suspect escapes DRI’s custody
1698762274-291,September,30,Airport hoax: Man held for selling SIM sans papers
1698762274-292,September,30,Min’s brother ignites a fire with lit torch as his status
1698762274-293,September,30,20 FIRs of lost property filed
1698762274-294,September,30,Dussehra war for Shivaji Park begins anew between Senas
1698762274-295,September,30,Political links helped Patkar get info on Covid centres’ tender: ED
1698762274-296,September,30,"1 of 4 youths tested had high sugar, shows survey"
1698762274-297,September,30,Delhi: Man accused of transporting 315kg ganja granted bail
1698762274-298,September,30,CCTV cameras now must for trucks ferrying sand in state
1698762274-299,September,30,Fourth man arrested for Tardeo theft & murder of sr citizen
1698762274-300,September,30,Lightning strike claims teen’s life at Juhu beach
1698762274-301,September,30,Ex-cop Waze gets bail in extortion case
1698762274-302,September,30,IIT students go on protest against mess veg spaces
1698762274-303,September,30,"Realty cost spooking investors, hitting city’s eco growth: Study"
1698762274-304,September,30,"Baby kidnapped, found in Versova slum; woman held"
1698762274-305,September,30,Cops reunite 23 kids lost at beach with their parents
1698762274-306,September,30,City has most rain season ailments in state this year
1698762274-307,September,30,"Debarring from hsg societies on basis of faith, food goes against spirit of co-op law"
1698762274-308,September,30,"Vedanta plans to spin off, list 5 entities as $2bn debt looms"
1698762274-309,September,30,"Man flies drone at Chowpatty sans nod, booked"
1698762274-310,September,30,Forex reserves fall to 4-mth low
1698762274-311,September,30,Contractor booked for pothole death
1698762274-312,September,30,Paes savours ‘special’ Hall of Fame nomination
1698762274-313,September,30,"5 cholera cases, 1 death in state this year; Mumbai keeps disease at bay"
1698762274-314,September,30,"Sebi delays MCX’s new platform, stock falls"
1698762274-315,September,30,"No. of IPOs hits multi-yr high, amount lags"
1698762274-316,September,30,Traffic diversion sees rise in animal mishaps
1698762274-317,September,30,Kartik Aaryan wraps up power-packed shoot of 'Chandu Champion'; enjoys ice bath in Kashmir
1698762274-318,September,30,From ‘dushman mulk’ to damage control
1698762274-319,September,30,Govt won’t notify fact check unit until verdict’s out
1698762274-320,September,30,Sixth FOB at Thane stn to be completed by December 3: CR
1698762274-321,September,30,"NDMC, MCD and DMRC prepare for nationwide cleanliness drive"
1698762274-322,September,30,"Lost for 13 years, Nepalese guard is back with kin; 500th reunion by Panvel NGO"
1698762274-323,September,30,Bonanza for Mumbai clubs as MCA raises subsidy to ₹40cr
1698762274-324,September,30,Forest sentinels evicted squatters and documented biodiversity
1698762274-325,September,30,"Man creates ruckus, bites 3 cops, ransacks police chowkie"
1698762274-326,September,30,"3 men steal 10 tempos, 1 bike and sell them as scrap, held"
1698762274-327,September,30,"Karnataka bandh: Not one bus damaged, but most passengers stayed away"
1698762274-328,September,30,Waters to invest $16m to set up tech centre in B’luru
1698762274-329,September,30,SSC students can apply for FYJC admissions till Oct 15
1698762274-330,September,30,"At Cognizant, ex-Wipro CFO to get $5 m pay, 5x hike"
1698762274-331,September,30,52-yr-old gets life for killing uncle with axe
1698762274-332,September,30,Some TCS teams told to come 5 days a wk
1698762274-333,September,30,"Apple, service centre ordered to pay man over Rs 1L for damage to iPhone"
1698762274-334,September,30,Bengaluru: 16 AC feeder buses to link KR Pura Metro station & Silk Board
1698762274-335,September,30,BBMP officer caught with bribe
1698762274-336,September,30,Non-party can seek review of court order: HC
1698762274-337,September,30,B’luru to host Neev lit festival on October 7-8
1698762274-338,September,30,Angry students flock to KEA office
1698762274-339,September,30,All seats filled at college offeringfree MBBS edu
1698762274-340,September,30,"Kishan, Sumathi in lead; gritty Dhruv moves up"
1698762274-341,September,30,Delhi CM Arvind Kejriwal asks DJB officials to expand water ATM project
1698762274-342,September,30,"Priyanka rewrites 1,500m record"
1698762274-343,September,30,Docs turn to art of breathing to fix lung issues
1698762274-344,September,30,"Residents protest proposed expansion of foundry, cite respiratory illnesses"
1698762274-345,September,30,Bobat joins RCB as director of cricket
1698762274-346,September,30,Super Shaurya completes runaway victory
1698762274-347,September,30,Report on Lankan Tamils sent to CM
1698762274-348,September,30,Close shave for Puzhal resident
1698762274-349,September,30,Hosp that dumped body of 17-year-old girl sealed
1698762274-350,September,30,Slainte for Madras event
1698762274-351,September,30,Take steps to prevent dengue: EPS
1698762274-352,September,30,Driver who filmed minor held
1698762274-353,September,30,CBDT appoints new principal commissioner for airport
1698762274-354,September,30,Madras Races until Feb 24
1698762274-355,September,30,TN gives aid to folk artists
1698762274-356,September,30,City court extends judicial custody of Balaji till October 13
1698762274-357,September,30,SRM to honour Veeramuthuvel at convocation
1698762274-358,September,30,"Teacher, 41, who abused LKG student arrested"
1698762274-359,September,30,Teachers protest on DPI campus for equal pay
1698762274-360,September,30,TVS SCS sells 4.5% stake in TVS ILP for 51.3 crore
1698762274-361,September,30,"Women allege inefficiency in ₹1,000 dole scheme"
1698762274-362,September,30,Leyland wins big bus order from GSRTC
1698762274-363,September,30,Chanaka-Korata irrigation project wet run successful
1698762274-364,September,30,"South-based healthcare cos target north, expanding in east"
1698762274-365,September,30,"Brookfield, Axis Energy forge JV"
1698762274-366,September,30,"Withdraw new guidelines capping medical seats, says Anbumani"
1698762274-367,September,30,USFDA visits Divi’s Labs’ unit in Hyd
1698762274-368,September,30,"Counselling must, can help stressed kids & prevent suicides, say parents"
1698762274-369,September,30,Cong OBC leaders meet KC Venugopal
1698762274-370,September,30,"Earthmovers bought on loan exported, company duped of Rs 1.5 crore"
1698762274-371,September,30,Bigg Boss Telugu 7 update: Pallavi Prashanth wins the Powerastra and becomes the Housemate
1698762274-372,September,30,"Boy drowns, 2 rescued during immersion in Bhadrachalam"
1698762274-373,September,30,City student in US dies of heart attack
1698762274-374,September,30,"Upset over tuition, 12-year-old girl jumps to death in Hyderabad"
1698762274-375,September,30,"5.4km pedestrian link, riverfront cafe & gallery proposal for Bagbazar-Chandpal Ghat stretch"
1698762274-376,September,30,"Gold at 6-mth low, jewellers hope for demand uptick amid shradh"
