web-scraper-order,month,days,news
1698760975-40,June,30,Law office at residence not subject to property tax: HC
1698760975-41,June,30,"AIIMS opens first skin bank, to help heal burn patients needing graft"
1698760975-42,June,30,"Barriers too low for fire tenders, Barapullah check faces new hurdle"
1698760975-43,June,30,Opposition meet to be held in Bengaluru on July 13-14: NCP chief Pawar
1698760975-44,June,30,PM Modi to visit Delhi University for its centenary celebration event
1698760975-45,June,30,Law firms to help DJB avoid delay in projects
1698760975-46,June,30,"Contractor, engineer arrested after road cave-in near Mumbai’s Magathane metro station"
1698760975-47,June,30,Metro changes pillar design to save road space on ORR
1698760975-48,June,30,Just opposing the Sharia law can't be basis for UCC: Shiv Sena UBT
1698760975-49,June,30,"16-year-old gang-raped in Shahbad Dairy park, juvenile among 3 held"
1698760975-50,June,30,HC chides Goa cop for arresting teen who opposed mining trucks
1698760975-51,June,30,Attack on Bhim Army chief Chandrashekhar Azad: Man held in Amethi for 'death threats'
1698760975-52,June,30,"Tahsildar held, docus on 100 acres & Land Cruiser found"
1698760975-53,June,30,"Man befriends teen on Insta, rapes her; held"
1698760975-54,June,30,"7,500 students with aptitude to learn advanced coding and robotics after school hours this year"
1698760975-55,June,30,"Stopped on road, Congress leader Rahul Gandhi takes copter to Manipur relief camp"
1698760975-56,June,30,Maharashtra Congress forms 9-member panel to study proposed UCC
1698760975-57,June,30,Civic bodies told to collect labour cess
1698760975-58,June,30,Docs see red over Hb cut-offs for anaemia
1698760975-59,June,30,"Mapusa municipality decides to reduce sopo rate, float new tender"
1698760975-60,June,30,Mumbai rains: Tree fall claims third victim in less than 24 hours
1698760975-61,June,30,10 PIs move HC over thwarted seniority
1698760975-62,June,30,Govt notifies award in memory of Parrikar for young scientists
1698760975-63,June,30,"After youth’s death, PWD installs crash barriers at Karmal ghat"
1698760975-64,June,30,‘Authorities not acting against CRZ violations’
1698760975-65,June,30,Technicians to hold trial run of mini-EVs in Panaji
1698760975-66,June,30,"From submerged roads to disrupted flights & traffic, heavy rain hits life"
1698760975-67,June,30,"Mumbai rains: 100+mm of rain in 24 hours at all 7 lakes, levels rise marginally"
1698760975-68,June,30,Video brings extortion bids by transgenders to the fore again
1698760975-69,June,30,Another Modi booster dose with Warangal rally on July 8
1698760975-70,June,30,"Scooterist, 22, booked for stunt riding"
1698760975-71,June,30,Researchers in state prepare to predict landslides in face of climate change
1698760975-72,June,30,"In a first, Telangana high court delivers judgment in Telugu"
1698760975-73,June,30,Court grants a restraining order against female lawyer
1698760975-74,June,30,"Goa receives 392.2mm rain in 7 days, orange alert today"
1698760975-75,June,30,"Daily Horoscope, June 30, 2023: Read your daily astrological predictions for Aries, Gemini and Others"
1698760975-76,June,30,"Delayed onset, but Mumbai gets 97% of June's rain refill; intensity to weaken"
1698760975-77,June,30,"BJP's Dubbak hero says he's now pariah, demands his due"
1698760975-78,June,30,"We want peace, not politics, say Manipur protesters"
1698760975-79,June,30,"Airfares cool: Last-minute, one-way Delhi-Mumbai ticket for Rs 4,500"
1698760975-80,June,30,Telangana: Techie falls to death from train as robbers try to snatch mobile
1698760975-81,June,30,"Folk singer V Saichand, who swayed masses for Telangana statehood, dies at 39"
1698760975-82,June,30,"Mins opt for dept chambers, junk Vidhana Soudha offices"
1698760975-83,June,30,Kalaburagi man buried in grave he dug for himself 15 years ago
1698760975-84,June,30,Don't forget BJP handed you reins of Bihar: Amit Shah to Nitish Kumar
1698760975-85,June,30,Two Kolam kids script IIT success story
1698760975-86,June,30,"Expect fairly widespread rainfall, thunderstorm in Bihar: Met office"
1698760975-87,June,30,Savarkar finally part of Madhya Pradesh school syllabus
1698760975-88,June,30,City residents grapple with health hazards
1698760975-89,June,30,"Amritpal Singh, 9 aides on hunger strike over ‘bad’ food in Assam's Dibrugarh jail"
1698760975-90,June,30,"After rejig, different Cal HC judge, bench to hear cop inaction, edu cases"
1698760975-91,June,30,"Governor CV Ananda Bose wading into politics, says TMC, invokes ‘Raj Dharma’"
1698760975-92,June,30,"Min bats for UCC, says it will bring contentment in society"
1698760975-93,June,30,"In show of unity, Muslim girl worshipped as goddess during Durga Puja ceremony"
1698760975-94,June,30,6 held in bakery shop owner murder case
1698760975-95,June,30,"Met predicts warmer days in Kolkata, rain in dists"
1698760975-96,June,30,Never too young for a heart attack: Sudden deaths leave more questions than answers
1698760975-97,June,30,"Kolkata logs 40 dengue cases in 3 weeks; Bypass, Tollygunge, Behala under watch"
1698760975-98,June,30,"Celebrations mark Bakrid in city, CM extends warm wishes to people"
1698760975-99,June,30,Delhi taxi driver's call to Odisha leads police to crypto gang
1698760975-100,June,30,2019 talks with BJP to form govt was a googly to deceive Devendra Fadnavis: Sharad Pawar
1698760975-101,June,30,"With 'a heavy heart', Gujarat court awards man 20 years in jail for minor's rape"
1698760975-102,June,30,80% of Gujarat's GST revenue comes from 1.3% taxpayers
1698760975-103,June,30,80% of Gujarat's GST revenue comes from 1.3% taxpayers
1698760975-104,June,30,80% of Gujarat's GST revenue comes from 1.3% taxpayers
1698760975-105,June,30,80% of Gujarat's GST revenue comes from 1.3% taxpayers
1698760975-106,June,30,"Opposition meeting in Bengaluru on July 13, 14"
1698760975-107,June,30,Instagram spat over girl leads to youth’s murder
1698760975-108,June,30,Up for sale: Your credit and debit card details for measly $5
1698760975-109,June,30,Intensity of showers may lessen from tomorrow
1698760975-110,June,30,With rains come potholes and complaints; discussions begin yet again on bad roads
1698760975-111,June,30,"P&G India to invest Rs 2,000 cr to set up export hub in state"
1698760975-112,June,30,10 Essential Tips for Managing Remote Teams in 2023
1698760975-113,June,30,The glorious history of paisley prints
1698760975-114,June,30,"MQ-9B drones: Do not fall in enemy trap to scuttle Predator deal, says official"
1698760975-115,June,30,SG Highway turns into water wonderland
1698760975-116,June,30,"'Maharashtra CM Eknath Shinde didn't know of controversial newspaper advertisement, was late when he tried to stop it'"
1698760975-117,June,30,"Farmer dies of electrocution in agri field, mom on touching him"
1698760975-118,June,30,"'Tanisha, my 17-year-old daughter, had no health issues'"
1698760975-119,June,30,Government plans rating of cars from October
1698760975-120,June,30,4 Ghoti cops suspended for laxity in handling cow vigilante attack case
1698760975-121,June,30,Expansion of state cabinet soon: Shinde
1698760975-122,June,30,Daily horoscope: 30th June 2023
1698760975-123,June,30,Customers face brunt of new bank locker rule
1698760975-124,June,30,"Satara & Kolhapur record moderate rainfall, dam storages begin to rise"
1698760975-125,June,30,A new Gole: Iconic marketplace is finally set for revamp
1698760975-126,June,30,"Mystery shrouds tiger death in Tipeshwar, 20th in Maharashtra this year"
1698760975-127,June,30,ACB blows lid off auto permit scam
1698760975-128,June,30,Trust the currency in illegal 'forward trading': Here's how hawala agents move black money
1698760975-129,June,30,Mysterious death takes this year's Maharashtra tiger toll to 20
1698760975-130,June,30,Union minister 'returns' police security after FIR against his supporters
1698760975-131,June,30,"1 dead, 4 injured after auto hit by truck in NW Delhi"
1698760975-132,June,30,"CBI issues notice to Harish Rawat, asks to appear on July 4"
1698760975-133,June,30,"In poll-bound MP, minister Inder Singh Parmar says Savarkar will be in school syllabus"
1698760975-134,June,30,Military purge on? Russian general with ties to Wagner boss ‘held’
1698760975-135,June,30,"1,500 stuck as landslide blocks Badrinath NH"
1698760975-136,June,30,'I pushed him': Mom confesses two months after toddler's death in Gwalior
1698760975-137,June,30,'Child can't be used as tool by custody parent'
1698760975-138,June,30,Rs 19 lakh of Delhi's Pragati tunnel heist loot recovered
1698760975-139,June,30,Dubai-bound flyer held with live ammo at IGI
1698760975-140,June,30,Identity crisis for captured Chinese soldier: Wang told to prove he's 'Raj'
1698760975-141,June,30,"Fearing leopard attack, Uttarkashi villagers want schools to not re-open"
1698760975-142,June,30,"Driver shot dead in Dwarka, 1 held"
1698760975-143,June,30,Cheaper than water? Retailers in US try to unload Bud Light after anti-trans backlash
1698760975-144,June,30,No entry for 'tainted' officials in education department
1698760975-145,June,30,"'Who killed our child?' 9 months after electrocution, anguished parents look for answers and justice"
1698760975-146,June,30,"At 10.6 million, 34% jump in facial ID based on Aadhaar"
1698760975-147,June,30,"'No namaz on road', cops put posters on walls of mosques"
1698760975-148,June,30,"Wettest June in three years: City logs 107mm rain, a 165% surplus"
1698760975-149,June,30,"Wet weekend ahead, showers keep day temp in cool zone"
1698760975-150,June,30,"Job consultancy racket busted in Janakpuri; 1 held, 3 on the run"
1698760975-151,June,30,"After Joshimath, cracks seen in another Uttarkashi village"
1698760975-152,June,30,"Although no one was hurt, man gets 3 months’ jail for drunk driving"
1698760975-153,June,30,Rain relief for T3: DDA to complete phase I of drain near Dwarka in July
1698760975-154,June,30,"Landslides on Badrinath road leave over 1,500 stuck"
1698760975-155,June,30,LG Vinay Kumar Saxena and CM Arvind Kejriwal in war of words over 'freebies'
1698760975-156,June,30,"Uttarakhand: Pushed 40km away, Purola Muslims offer Eid prayers near forest"
1698760975-157,June,30,Bigg Boss OTT2: Pooja Bhatt says Abhishek Malhan has ‘toxic masculinity’ and ‘needs to learn how to communicate with women’
1698760975-158,June,30,‘Inflation challenge stays as commodity prices ease’
1698760975-159,June,30,Out-of-court settlement does not attract GST
1698760975-160,June,30,Hindujas’ IndusInd may end up as RCap’s owner
1698760975-161,June,30,Karnataka SSLC Supplementary Result 2023 announced @ karresults.nic.in
1698760975-162,June,30,Weight loss reality check: 'Apple cider vinegar is good for only trapping fruit flies'
1698760975-163,June,30,AAP prepares party setup for LS polls
1698760975-164,June,30,"DDA Housing Scheme 2023: How to apply as registration for 5,500 flats begins today"
1698760975-165,June,30,33k+ Metro barricades across MMR removed
1698760975-166,June,30,33k+ Metro barricades across MMR removed
1698760975-167,June,30,Pollution in VK: DPCC submits report to NGT
1698760975-168,June,30,Trombay man on run for 3 yrs after murder held from Pune
1698760975-169,June,30,"Mumbai, Surat fight over diamond trade market share"
1698760975-170,June,30,"Although no one was hurt, man gets 3 months’ jail for drunk driving"
1698760975-171,June,30,"Poaching by organised gangs down, but ‘accidental’ deaths persist"
1698760975-172,June,30,Woman shot dead by kin 2 years after she eloped
1698760975-173,June,30,Malwani man held for hoax bomb threat
1698760975-174,June,30,Teen & youth drown in well at Nalasopara
1698760975-175,June,30,From reel to real: Minor among 2 held for robbery
1698760975-176,June,30,"After 8 years, court acquits alleged escort"
1698760975-177,June,30,Cracks appear in Uttarkashi village houses
1698760975-178,June,30,"3 rob angadia of Rs 33L gold chains, held"
1698760975-179,June,30,Railway engineer 'bound down' for electrocution
1698760975-180,June,30,Bengaluru-Mysuru expressway to get speed radar guns
1698760975-181,June,30,Bengaluru-Mysuru expressway to get speed radar guns
1698760975-182,June,30,Tamil Nadu's all-women police stations 'shameless kangaroo courts': Madras high court
1698760975-183,June,30,"Waterlogging in some parts, PWD confident of managing situation"
1698760975-184,June,30,Citizens: Smooth mobility key to building Brand Bengaluru
1698760975-185,June,30,"Air fares drop, cheapest ticket from Delhi to Mumbai priced Rs 4,500"
1698760975-186,June,30,Residents say lack of desilting to blame for seepage woes
1698760975-187,June,30,Tamil Nadu women thanas are now kangaroo courts: HC
1698760975-188,June,30,"Lacking in intensity: In a June of 'excess', not one heavy rain day"
1698760975-189,June,30,"In vacation, SC hears 2,149 cases, disposes 700; CJI devises new procedure for speedy disposal"
1698760975-190,June,30,Jayalalithaa’s pick is M K Stalin’s choice for chief secretary
1698760975-191,June,30,"Poacher once, Koshy is now tourist guide in Periyar"
1698760975-192,June,30,Man who pushed wife into flesh trade told to pay her Rs 10k
1698760975-193,June,30,Telangana's Badrinath opens door for darshan
1698760975-194,June,30,"BMC still plans parking lot on Bandra ground, HC told"
1698760975-195,June,30,"Women guards, CCTV cameras at girls' hostels: GR"
1698760975-196,June,30,Gunfire breaks Manipur lull: Two killed; cops chase away mob near CM house
1698760975-197,June,30,"State keen on 250-km Metro for Hyd, will roll out 1,000 electric buses: KTR"
1698760975-198,June,30,Virar doctor loses Rs 1 crore to online movie rating scam
1698760975-199,June,30,Virar doctor loses Rs 1 crore to online movie rating scam
1698760975-200,June,30,US dream paused as students wait for slots to open for F1 visa rejects
1698760975-201,June,30,Villagers go on fish-catching spree to celebrate 'Maun'
1698760975-202,June,30,"8 days after divorce, man stabs ex-wife"
1698760975-203,June,30,"Have some regard for those who made you CM, Union home minister Shah tells Nitish"
1698760975-204,June,30,Tweaks in foreign travel tax relieve industry & flyers
1698760975-205,June,30,"'Tainted' cop reinstated, state cites SC order"
1698760975-206,June,30,Telangana: Buffalo tweet by BJP neta leaves political circles abuzz on saffron internal tussle
1698760975-207,June,30,Residents of Haldwani village decide not to sell land to 'outsiders'
1698760975-208,June,30,"Violence back as ‘armed rioters’ fire at Manipur village, two dead"
1698760975-209,June,30,3 hospitals bag NQAS certs for healthcare
1698760975-210,June,30,Assam cop 'sexually assaults' minor girl inside police station
1698760975-211,June,30,"Three children drown in Shahjahanpur while bathing in village pond, 2 saved"
1698760975-212,June,30,"Global macro, financial market risk perceptions receding: RBI"
1698760975-213,June,30,Cops foil woman's suicide in Behala after son's SOS call from Mexico
1698760975-214,June,30,'Water from Bhutan dams flooding Assam'
1698760975-215,June,30,"Sidharth Malhotra goes gaga over wife Kiara Advani's performance in Satyaprem Ki Katha, says ""you have my heart"": See inside"
1698760975-216,June,30,Monsoon skincare tips for men
1698760975-217,June,30,"Microsoft is bringing AI-powered tools in Bing, Edge to help you shop"
1698760975-218,June,30,"MCA appoints Saxena, Samant as indoor academy coaches at BKC"
1698760975-219,June,30,"Maoists slit throat of deputy sarpanch, teacher in Bastar; villagers' pleas go in vain"
1698760975-220,June,30,HSCAP Kerala releases 3rd allotment results for Plus One admissions on hscap.kerala.gov.in; direct link
1698760975-221,June,30,"Doctor arrested for 'sexually assaulting', filming nurse"
1698760975-222,June,30,Read Byju’s founder and CEO Byju Raveendran's email to employees
1698760975-223,June,30,Body of 25-year-old trans person found on footpath in NW Delhi
1698760975-224,June,30,Developer fined Rs 1cr for illegal construction waste dumping
1698760975-225,June,30,Why reaching city’s office hub is a pain in monsoon
1698760975-226,June,30,"Funds allocated, 2k govt schools to get new lab equipment soon"
1698760975-227,June,30,"1,500 fined in Fbd for flouting traffic norms in one day"
1698760975-228,June,30,"1,500 fined in Fbd for flouting traffic norms in one day"
1698760975-229,June,30,"Congress will win polls, fulfil all promises: Chhattisgarh deputy CM T S Singhdeo"
1698760975-230,June,30,"Conversion cost of DG sets to PNG too high, say industries"
1698760975-231,June,30,"Info missing, HSSC exam postponed"
1698760975-232,June,30,Drone show & exhibition to dazzle guests at G20 event
1698760975-233,June,30,"Not paid for mths, transporters stop garbage transfer to landfill"
1698760975-234,June,30,Developers may soon have to pay cess along metro & RapidX routes
1698760975-235,June,30,New 400 kV substation set to supply power to projects off Yamuna eway
1698760975-236,June,30,Four sleeping puppies crushed by crane; 3 die
1698760975-237,June,30,"NMRC cancels tender, wait for city bus service only gets longer"
1698760975-238,June,30,Forex spend tax: FAQs awaited on many aspects
1698760975-239,June,30,"When roads turn rivers, they use a ‘boat’ to move"
1698760975-240,June,30,"Tall task: Noida plans ‘smart poles’, can you locate them?"
1698760975-241,June,30,This 28-yr-old woman’s gift for Eid — a kidney from her mother
1698760975-242,June,30,"Files to projects, YEIDA to launch a portal for details on their status"
1698760975-243,June,30,"Four hostels planned for SC/ST, OBC students, but no funds yet"
1698760975-244,June,30,"21-yr-old thrashes two after tiff, held"
1698760975-245,June,30,Close shave for 15 as bus goes up in flames on Yamuna e-way
1698760975-246,June,30,Pay 2.5 lakh for couple’s ‘ordeal’ at station: Rights panel to 4 Nagpur cops
1698760975-247,June,30,BCCI to decide Asiad participation on July 7
1698760975-248,June,30,"Commuter hurls obscenities, booked"
1698760975-249,June,30,Contractor booked for worker’s fall to death from 7th flr
1698760975-250,June,30,ED summons IAS officer Jaiswal today
1698760975-251,June,30,Surat Diamond Bourse to ‘honour’ units that shut shop in Mumbai and shift base
1698760975-252,June,30,Police: Man found hanging from tree was killed; 2 held
1698760975-253,June,30,MU’s Sanskrit dept adds 4 PG courses
1698760975-254,June,30,Co-operative society polls postponed till September 30
1698760975-255,June,30,"40 years later, 83-yr-old let off in antiques export case"
1698760975-256,June,30,City student to represent India at global climate meet
1698760975-257,June,30,‘Some JJ docs performed clinical trials without nod’
1698760975-258,June,30,Ethical code was breached in TCS hiring case: Tata Group chairman Chandra
1698760975-259,June,30,Slab crash kills man; baby dies in loft collapse
1698760975-260,June,30,Ethical code was breached in TCS hiring case: Chandra
1698760975-261,June,30,Out-of-court settlement does not attract GST
1698760975-262,June,30,Lupin gets $25mn from US co AbbVie
1698760975-263,June,30,‘Inflation challenge stays as commodity prices ease’
1698760975-264,June,30,Hindujas’ IndusInd may end up as RCap’s owner
1698760975-265,June,30,India launch for Enzene’s cancer drug
1698760975-266,June,30,NMMC lists 15 landslide-prone areas
1698760975-267,June,30,"Duleep Trophy: Rana, Sindhu tons drive North Zone"
1698760975-268,June,30,"Cidco building structures in open spaces, allege activists"
1698760975-269,June,30,Read Byju’s founder and CEO Byju Raveendran's email to employees
1698760975-270,June,30,NMMT gets PCMC’s notice over bank at bus depot
1698760975-271,June,30,PCMC razes shanties along Kalamboli holding pond
1698760975-272,June,30,Researchers build high-performancedevice for next-gen Li-ion batteries
1698760975-273,June,30,Students mark Statistics Day with contests
1698760975-274,June,30,Hold practical re-exam for all affected: Students to RGUHS
1698760975-275,June,30,Govt may face SC rap over officer’s transfer
1698760975-276,June,30,Two startups bag J&J prizes
1698760975-277,June,30,"7 undergrads attack junior, in police net"
1698760975-278,June,30,Morning prayers & family meals mark Bakrid in city
1698760975-279,June,30,In-form Kuwait target World Cup qualifiers
1698760975-280,June,30,Boost for age-group cricket in state
1698760975-281,June,30,"Official sacked for registering lakes, roads as pvt properties"
1698760975-282,June,30,BJP condemns govt for ‘trying to take over’ Chidambaram temple
1698760975-283,June,30,Moon lander Vikram now becomes velocity-proofed
1698760975-284,June,30,Brave Trooper best for Colts Trial Stakes
1698760975-285,June,30,CAM second edition in July
1698760975-286,June,30,NCSC issues notice to govt over death of man in sewer
1698760975-287,June,30,"Guv, CM greet TN football team"
1698760975-288,June,30,GCC removes encroachments near Cooum
1698760975-289,June,30,Cops to quiz MTC employees
1698760975-290,June,30,36 homes in Kannagi Nagar at risk
1698760975-291,June,30,Coromandel acquires majority stake in drone startup Dhaksha
1698760975-292,June,30,SundaramAlternateslaunches ₹750cr RE credit fund
1698760975-293,June,30,NTT launches new data centre in Chennai
1698760975-294,June,30,Are women powering rational shopping?
1698760975-295,June,30,"Kancheepuram police thwart murder plan, arrest 5"
1698760975-296,June,30,PM wants to deepen communal divide: Stalin
1698760975-297,June,30,Commercial EVs can now register in Tamil Nadu
1698760975-298,June,30,Sculptures made from invasive plants by tribals find a place in royal palace
1698760975-299,June,30,Workshop on conserving energy at IIT-M
1698760975-300,June,30,KVB gives 1.6 cr for palliative care
1698760975-301,June,30,"Woman seeks action on BRS MLA, attempts suicide again"
1698760975-302,June,30,"TSMC polls pave way for weeding out quacks, frauds"
1698760975-303,June,30,PoP cloud forces sculptors to forge new Ganapati frontiers
1698760975-304,June,30,Close call for passengers asbus overturns
1698760975-305,June,30,SPF cop dies on duty after SLR goes off while cocking
1698760975-306,June,30,2 hostels for tribal students at Osmania varsity at ₹20cr
1698760975-307,June,30,Man dies after lorry hits 2-wheeler in Hayathnagar
1698760975-308,June,30,Former AP DGP Jayachandra joins BJP
1698760975-309,June,30,"NMDC, CSIR ink pact"
1698760975-310,June,30,RACEnergy sets up battery unit in Hyd
1698760975-311,June,30,"TSICET results out, counselling schedule to be released in July"
1698760975-312,June,30,Regularise T police house corp staff: HC
1698760975-313,June,30,"9 held for playing cards, ₹2L seized"
1698760975-314,June,30,"BRS will not reveal its card on UCC, to wait till voting in Parl"
1698760975-315,June,30,Devotees celebrate Bakrid with fervour in Hyderabad
1698760975-316,June,30,ISF & T-Hub ink MoUs to boost startup ecosystem
1698760975-317,June,30,"Boy hurt in bid to skip class, school booked"
1698760975-318,June,30,"Vande Bharat accident report fake, says SCR"
1698760975-319,June,30,"Drunk student rams car into bike, 1 killed"
1698760975-320,June,30,"Cop accomplice in theft? SI goes missing, under radar"
1698760975-321,June,30,Clashes rock Malda; BJP candidate held in Cooch Behar
1698760975-322,June,30,"9.4% seats uncontested in ’23, from 34.2% in ’18"
1698760975-323,June,30,Lok Adalat settles claims worth 10cr
1698760975-324,June,30,IHCL to run Taj Ganga Kutir resort of Ambujas in Raichak
1698760975-325,June,30,Cops suspend 500 parking fine in New Town after party push
1698760975-326,June,30,CM: Touched by your wishes for my health
1698760975-327,June,30,Surgery helps teen see weeks after he lost sight in ‘one in a million’ injury
1698760975-328,June,30,"Green proposal for jail museum, Unnayan Bhavan, Eco Park"
1698760975-329,June,30,"1 held, several grilled in two fraud cases"
1698760975-330,June,30,2kg heroin worth 2cr seized
1698760975-331,June,30,"TMC youth leader shot at, thrashed over ‘biz feud’"
1698760975-332,June,30,"Clear road, pavement, cops ask Mullick Bazar vendors"
1698760975-333,June,30,Stellantis holds an edge
1698760975-334,June,30,Former EB captain Chandan no more
1698760975-335,June,30,"Canal dredging, drainage stn help VIP Rd clear 1st real rain test this monsoon"
1698760975-336,June,30,Chowringhee median verge set for a green makeover
1698760975-337,June,30,"More than 36 hours after shower, Behala neighbourhoods remain under water"
1698760975-338,June,30,"Amherst St to get 2nd pumping stn, hope for N Kol waterlogging zones"
1698760975-339,June,30,‘Labourers dug ditch where boy drowned’
1698760975-340,June,30,Faulty wipers: 34 bus drivers booked in 4 days
1698760975-341,June,30,"Snatching cases solved, three held"
1698760975-342,June,30,Review rape accused’s adult status: HC to juvenile board
1698760975-343,June,30,Instagram spatover girl leads to youth’s murder
1698760975-344,June,30,How honouring his word could have cost Erigaisi Arjun dear
1698760975-345,June,30,"‘Community champs’ to help frame policies on gays, CSWs"
1698760975-346,June,30,"State government ayes 13 crore, SSH to get organ transplant OT"
1698760975-347,June,30,"Traffic cops missing, social media ‘nabbing’ violators"
1698760975-348,June,30,Mangalwari zone assistant commr Humne suspended
1698760975-349,June,30,"Girl, 15, chided for mobile ‘addiction’ hangs self"
1698760975-350,June,30,Artists bat for a dedicated art gallery & paid platform in city
1698760975-351,June,30,"FIR against five in attack on forest staff, no arrests yet"
1698760975-352,June,30,"Post Bawla’s arrest, betel nut traders shift stock, create shortage"
1698760975-353,June,30,"No takers for Vid coal blocks, city firm bids for mine in MP"
1698760975-354,June,30,Tadoba gets 2 thermal drones for surveillance and mapping
1698760975-355,June,30,"4 from Prayagraj die in crash near MP waterfall, 2 hurt"
1698760975-356,June,30,State body suggests and ignores own norms on saving trees
1698760975-357,June,30,"PM to visit Shahdol on July 1, Nadda in Khargone today"
1698760975-358,June,30,"Don’t spare goons, CM tells Indore cops"
1698760975-359,June,30,Burglary at police officer’s house in Ayodhya Nagar
1698760975-360,June,30,Caterer arrested for molesting 10-yr-old
1698760975-361,June,30,Agriculture official dies dousing flames at home
1698760975-362,June,30,"Woman raped on marriage lure, forced to abort; accused booked"
1698760975-363,June,30,CBI files case against sub-postmaster for siphoning over `65L
1698760975-364,June,30,"3 killed, 1 hurt as bike crashes on muddy Kolar rd"
1698760975-365,June,30,"High on drugs, 4 goons go on abduction & loot spree"
1698760975-366,June,30,"Boy trapped in river, rescued by cops"
1698760975-367,June,30,KCZMA starts processing complaints on regulations
1698760975-368,June,30,Monsoon tourism: Govt to woo Arab tourists to state
1698760975-369,June,30,Railway station works get on fast track
1698760975-370,June,30,Jail inmate caught smoking ganja
1698760975-371,June,30,Elephant lovers mourn as popular temple tusker dies
1698760975-372,June,30,"Tamil-Malayalam dictionary, a dream come true for her"
1698760975-373,June,30,City’s Kavya wins four medals in nat’l finswimming
1698760975-374,June,30,Efforts on to secure release of fishermen held in Iran: Min
1698760975-375,June,30,Areas in eastern A’bad inundated
1698760975-376,June,30,Choice filling begins for new engineering degree courses
1698760975-377,June,30,"142 waterlogged spots, says councillor; AMC says just 115"
1698760975-378,June,30,26k get UG commerce seats after first round
1698760975-379,June,30,Eight looking to visit Canada duped of Rs 10L by tour agent
1698760975-380,June,30,"UBT’s downfall certain, says Rane"
1698760975-381,June,30,DRI seizes MDMA powder
1698760975-382,June,30,"PhD results in 2 parts, students in fix"
1698760975-383,June,30,‘Vigilante’ Bajrang Dal men assault man
1698760975-384,June,30,Cat burglar steals 12L in Nehrunagar
1698760975-385,June,30,ATS questions two more suspects in ISKP module case
1698760975-386,June,30,"GU VC’s term ends today, no clarity on successor"
1698760975-387,June,30,"Praneel, Manvith score tons"
1698760975-388,June,30,"Couple kidnapped, rescued in Vizag"
