web-scraper-order,month,days,news
1698761571-32,July,31,"College complains of plagiarism; two institutes say sorry to NAAC, 'let off'"
1698761571-33,July,31,'Bhojpatra calligraphy' business by Mana women a boost for economy: PM Modi
1698761571-34,July,31,12-year-old dies from snake bite after being sent to four hospitals
1698761571-35,July,31,Landslide-affected rail route in SWR section restored
1698761571-36,July,31,"Sun comes out, but clouds lurk over the horizon"
1698761571-37,July,31,‘Govt wants to help Karnataka by moving SC over tiger reserve’
1698761571-38,July,31,July pulls monsoon from 10% deficit to 6% surplus
1698761571-39,July,31,Delhi cops in Azerbaijan for Moose Wala murder accused
1698761571-40,July,31,MMC wards get Rs 9cr for development
1698761571-41,July,31,Part of unoccupied multi-storey building collapses at Carter Rd
1698761571-42,July,31,State ties up with private firm to encourage farmers to use drones
1698761571-43,July,31,SIC penalises two officials for not providing due info
1698761571-44,July,31,Heavy rain warning for 5 districts today
1698761571-45,July,31,30-yr-old stabs wife after fight on Khar road
1698761571-46,July,31,"Truck rams car, 57-year-old policeman dies in west Delhi"
1698761571-47,July,31,2 bison attacks reported in Ponda taluka
1698761571-48,July,31,Bank customers finding it difficult to get human support: Accenture report
1698761571-49,July,31,Probe: 70% of city's street furniture items overpriced
1698761571-50,July,31,Govt plans to build six dams over Mhadei
1698761571-51,July,31,Inscriptions to be installed in panchayats to hail martyrs: PM Modi
1698761571-52,July,31,"Punjab cop's son a drug supplier, held with pistol, bullets: UT police"
1698761571-53,July,31,Look for multilevel parking site near Sukhna: Adviser
1698761571-54,July,31,"61 fancy regn numbers find no bidders, to be auctioned again"
1698761571-55,July,31,"Find land for waste plants in 10 days, panels told"
1698761571-56,July,31,Cuncolim steel unit seeks nod to expand ops
1698761571-57,July,31,"First time after revolt, Sharad Pawar says change is imminent"
1698761571-58,July,31,1k coconut pluckers to get insurance every yr
1698761571-59,July,31,Tiger reserve verdict echoes at Chimbel meet
1698761571-60,July,31,"Give TCP portfolio to more coherent, responsible MLA: Architects to CM"
1698761571-61,July,31,A thing of beauty: Acid attack survivors overcome their scars
1698761571-62,July,31,"GFDC train guns on Costa, its former member secretary"
1698761571-63,July,31,Jharkhand worker lynched in state
1698761571-64,July,31,2 forest staff sacked for attack on jumbo
1698761571-65,July,31,Axis Bank brings premium banking to rural India
1698761571-66,July,31,"Weather, labour may hold up start of new fishing season"
1698761571-67,July,31,Trees planted as replacement dying due to neglect: Lobo
1698761571-68,July,31,"Will integrate skill development, labour and industries depts: CM"
1698761571-69,July,31,"Buddha 'critical but stable', on ventilation"
1698761571-70,July,31,BJP MLAs seek firm stand on IIT land issue
1698761571-71,July,31,MLAs back out at prospect of IIT in their constituency: CM
1698761571-72,July,31,"‘Centre failed, will introduce scheme to tackle plastic waste’"
1698761571-73,July,31,‘Aided schools charging fees despite grants’
1698761571-74,July,31,Amonkar seeks govt funds for MPA school
1698761571-75,July,31,Punishment for false caste cert among six bills in House
1698761571-76,July,31,"Clix capital raises $20mn green financing, mobilises Rs 1200 crore in Q1FY24"
1698761571-77,July,31,Kolkata: Employee beats customer to death at Dhakuria liquor shop
1698761571-78,July,31,What's cooking in Delhi Metro's labs? Method to ensure trains run smoothly
1698761571-79,July,31,"Horoscope Today, July 31, 2023: Read your daily astrological predictions for Virgo; Love birds shall avoid discussing regarding bad moments"
1698761571-80,July,31,"Army's Kashmiri soldier missing during Eid holiday, abduction suspected"
1698761571-81,July,31,Delhi Weather Update: Expect temp to rise in city over next two days
1698761571-82,July,31,"Varanasi tourist numbers top 10 crore level, a big boost to economy: PM Modi"
1698761571-83,July,31,"Sunday temp goes up, rain likely today"
1698761571-84,July,31,"Delhi: In battle against dengue, drones to attack larvae"
1698761571-85,July,31,'PM Modi a messiah of poor': Amit Shah sounds poll bugle in MP
1698761571-86,July,31,'PM Modi a messiah of poor': Amit Shah sounds poll bugle in MP
1698761571-87,July,31,We are together: Perfect harmony at Kolkata's 'mini Manipur' strikes a chord
1698761571-88,July,31,Centre silent but INDIA will heal Manipur: Mamata Banerjee
1698761571-89,July,31,"KMC dengue focus on Tolly, Bypass, Chitpore, College St"
1698761571-90,July,31,AirAsia station manager who 'didn't wait for Karnataka governor' suspended
1698761571-91,July,31,'India created a unique record of destroying 10L kg of drugs'
1698761571-92,July,31,From Kolar to Rajasthan: Truck with tomatoes worth Rs 20 lakh 'missing'
1698761571-93,July,31,Gateway to India’s past: Opening soon
1698761571-94,July,31,Con 'bride' extorts Rs 1.1 crore from UK-based techie after video call
1698761571-95,July,31,"4,000+ Muslim women went on Haj without male companion: PM Modi"
1698761571-96,July,31,"8 BMTC staff forged signatures of brass, caused Rs 1 crore loss in 3 years"
1698761571-97,July,31,Protest over plight of Manipur women
1698761571-98,July,31,Flooded memorials all set to open by Independence Day
1698761571-99,July,31,BBMP asked to issue death cert for man missing since 2012
1698761571-100,July,31,BJP to boost social media drive ahead of 2024 Lok Sabha polls
1698761571-101,July,31,BJP to boost social media drive ahead of 2024 Lok Sabha polls
1698761571-102,July,31,Tomato price in Chennai at record high of Rs 200/kg
1698761571-103,July,31,106 more edu MoUs signed to aid research & innovation
1698761571-104,July,31,"Dil Se! How transplant games are celebrating health of heart recipients, creating awareness"
1698761571-105,July,31,"NLCIL says took over farmland for canal to drain excess stormwater, prevent flooding"
1698761571-106,July,31,"Man propositions aunt, she refuses, gets killed in Chennai"
1698761571-107,July,31,DJB plans borewells to to keep fountains near Pragati Maidan running
1698761571-108,July,31,"Silence of BJP leaders is telling, says ex-CM Chavan"
1698761571-109,July,31,Maharashtra ATS confirms Colaba area pics seized from terror suspects
1698761571-110,July,31,"Elderly man falls on head while working, dies on way to hosp"
1698761571-111,July,31,DMK ministers slam BJP after Shah's corruption barb
1698761571-112,July,31,Reeling them in: Schools for aspiring influencers mushroom in country
1698761571-113,July,31,Quack held as woman dies in illegal abortion in Tamil Nadu
1698761571-114,July,31,"Baheliya poachers active in Sahyadri, dog stuck in trap"
1698761571-115,July,31,"In year's 6th hit, Isro puts 7 Singapore satellites into orbit"
1698761571-116,July,31,"Pulses, chicken replace costly vegetables in daily meal plans"
1698761571-117,July,31,City to get light rains till August 4: Met dept
1698761571-118,July,31,BJP worker tries to kill self in UP during Facebook Live over rape allegations
1698761571-119,July,31,"UP STF, Prayagraj cops arrest Atiq's lawyer in Umesh Pal murder case"
1698761571-120,July,31,High fares by aggregators leave commuters fuming
1698761571-121,July,31,31 arrested till now in Satana violence: Cops
1698761571-122,July,31,UP couple struggles to raise Rs 17cr as child battles rare disorder
1698761571-123,July,31,"Anju given land in Pakistan, cash to convert to Islam for marriage"
1698761571-124,July,31,"Anju given land in Pakistan, cash to convert to Islam for marriage"
1698761571-125,July,31,ATS finds Chabad House pics with terror suspects
1698761571-126,July,31,More 'encounters' after Ulfa (I) threat to DGP
1698761571-127,July,31,"When other states saw riots, UP had peace: CM Yogi"
1698761571-128,July,31,UK's First Lady Akshata Murty bags top spot on Britain's best dressed list
1698761571-129,July,31,Chandrayaan-3 countdown starts with craft now 6 days from Moon
1698761571-130,July,31,Chandrayaan-3 countdown starts with craft now 6 days from Moon
1698761571-131,July,31,MP-Karnataka tiger tally row puts focus on census methodology
1698761571-132,July,31,"Govt failed to control Manipur conflict, says oppn bloc INDIA"
1698761571-133,July,31,Biker mows down two women in Bollaram
1698761571-134,July,31,Mulugu's messiah guides 40 tribal students to safety through floods
1698761571-135,July,31,'15% of rescued trafficked kids worked in eateries'
1698761571-136,July,31,Domain experts help Chinese scammers on creative frauds
1698761571-137,July,31,"FIR against ITLF spokesperson for 'promoting enmity, mischief'"
1698761571-138,July,31,"1.98 lakh girls, women went missing from MP between 2019 & 2021"
1698761571-139,July,31,"Central team to visit Telangana, assess rain and flood damages"
1698761571-140,July,31,"Singapore envoy lauds Isro for launching 7 satellites, says space partnership reaching new frontiers"
1698761571-141,July,31,"Singapore envoy lauds Isro for launching 7 satellites, says space partnership reaching new frontiers"
1698761571-142,July,31,Indian units of foreign companies face GST queries on ESOPs
1698761571-143,July,31,2 held in Tripura for 'role' in trafficking of Rohingya refugees
1698761571-144,July,31,TCS revamps senior management under CEO Krithivasan
1698761571-145,July,31,2 more Ulfa-I rebels injured in Assam 'police encounter'
1698761571-146,July,31,"Shah: Vote BJP to record victories in MP & Centre, ensure Modi is PM for 3rd time"
1698761571-147,July,31,Kishan vows tribal quota hike to douse flying sparks
1698761571-148,July,31,'A $1 difference can boost Scotch imports'
1698761571-149,July,31,Bandi elevation sparks guessing game on role in assembly polls
1698761571-150,July,31,Cognizant sees exit of old guard after Ravi Kumar's entry
1698761571-151,July,31,"Trade flourished in Gorakhpur with security, ease of biz: CM"
1698761571-152,July,31,Over 100 booked for stone pelting as kanwariyas on new route clash with those in Muharram procession
1698761571-153,July,31,"24 hours to go, I-T filings beat last year's mark, hit 6 crore"
1698761571-154,July,31,Police lathi-charge group of kanwars after anti-social elements open fire in Bareilly
1698761571-155,July,31,'30cr saplings planted due to people's effort'
1698761571-156,July,31,"18-yr-old killed in leopard attack, 12th incident in 3 mnths"
1698761571-157,July,31,P&W engine woes may lead to aircraft shortage
1698761571-158,July,31,Three killed in separate incidents in 12 hours
1698761571-159,July,31,Another MLA from SP likely to join BJP
1698761571-160,July,31,Rapid soil erosion threatens ancient temple in Bijnor
1698761571-161,July,31,'India to beat China in chip funding'
1698761571-162,July,31,Geologists conduct surveys in disaster- prone Mastadi and Kujjan villages
1698761571-163,July,31,"UP: Man kills son, 27, for demanding Rs 1,000 for booze, held for murder"
1698761571-164,July,31,Dhami rushes to capital after party's core committee meet
1698761571-165,July,31,Baby Gift Sets Every Parent Will Love: Adorable and Practical
1698761571-166,July,31,"CET emerging as a key metric of global power, says Jaishankar"
1698761571-167,July,31,Tongue twist: English medium zips past Gujarati with 23% more schools
1698761571-168,July,31,"Short circuit sparks fire in hospital's basement, 106 patients shifted"
1698761571-169,July,31,High court steps in to resolve birth certificate dilemma of single mother
1698761571-170,July,31,City gets 4mm of rainfall
1698761571-171,July,31,"NFRA bans Coffee Day auditors, slaps penalty"
1698761571-172,July,31,Govt's say final on list of honorary degree recipients
1698761571-173,July,31,70 startups cut over 17k jobs in 1st half of 2023
1698761571-174,July,31,NIA raids PFI member's house in Madhubani district in Bihar
1698761571-175,July,31,Speeding bus runs over woman in city
1698761571-176,July,31,"Bigg Boss OTT 2: Jiya Shankar opens up about her “broken family” to Abhishek Malhan; says, “It’s not easy to live with a single mom”"
1698761571-177,July,31,"US is hunting for a malicious Chinese computer code, here's why"
1698761571-178,July,31,3 kids drown in open pit; 30+ deaths in WUP in a mth
1698761571-179,July,31,Property dealer gunned down in Patna
1698761571-180,July,31,G20 Summit: PWD readies 25-point plan for upkeep of roads in Delhi
1698761571-181,July,31,"'Bogus' path labs grow, state 'ignores' issue, say docs"
1698761571-182,July,31,Tealight Candle Holders Under 500 to Create a Cozy Atmosphere
1698761571-183,July,31,"CM hits road again, draws cheers as well as sneers"
1698761571-184,July,31,Delhi govt explores AI hub in proposed electronic city
1698761571-185,July,31,"Shinde travels on route to Nashik, asks for quick fix"
1698761571-186,July,31,Thane to get its 1st cancer hospital within two years
1698761571-187,July,31,'Vegetarians in IIT-Bombay blocking space in mess for themselves'
1698761571-188,July,31,Cops want special PP to try suspect in student's 'murder'
1698761571-189,July,31,23 social media sites suspended in Kaimur dist
1698761571-190,July,31,People in Bihar may get respite from heat as Met predicts rainfall
1698761571-191,July,31,China: US aid to Taiwan won't stop reunifiction bid
1698761571-192,July,31,China: US aid to Taiwan won't stop reunifiction bid
1698761571-193,July,31,Close shave for 45 passengers as bus on fire
1698761571-194,July,31,Vande Bharat Exp to run on Patna-Howrah route in Aug
1698761571-195,July,31,"Worms revived after 46,000 years frozen in Siberian permafrost"
1698761571-196,July,31,Minor and two others injured in separate incidents of wall collapse
1698761571-197,July,31,$60 million refund sought by PAC hint at Trump money woes as legal fees soar
1698761571-198,July,31,Mumbai film producer buys 3 Pali Hill flats for Rs 103 crore
1698761571-199,July,31,'Immoral': Taliban stage bonfire of music equipment
1698761571-200,July,31,"Putin says he does not reject peace talks, but Kyiv's offensive a hurdle"
1698761571-201,July,31,Diagnostic scan racket: Another ward boy arrested
1698761571-202,July,31,Fire breaks out at shoemaking unit
1698761571-203,July,31,"Employee, friend held with stolen laptops"
1698761571-204,July,31,Provisions for postings in new Bill likely on lines of ordinance
1698761571-205,July,31,War is coming to Russia: Zelenskyy
1698761571-206,July,31,China's factory activity falls for fourth month
1698761571-207,July,31,Pending ration cards no reason for denying food allowance: HC
1698761571-208,July,31,Loading a plane with people & cargo is not like loading a bus or a train
1698761571-209,July,31,3 kids feared drowned in Yamuna
1698761571-210,July,31,"PIO teen stabbed, robbed in Australia while playing"
1698761571-211,July,31,"Upset over his parents' separation, minor from Ahmedabad ends life"
1698761571-212,July,31,"Divide Manipur into 3 Union territories, demands Kuki leader and BJP MLA"
1698761571-213,July,31,"Man attacks wife, in-laws with knife"
1698761571-214,July,31,Most Gujarat pharma companies stocks at 52-week highs
1698761571-215,July,31,Gujarat: Man submits fake death certificate for parole extension
1698761571-216,July,31,Run man run
1698761571-217,July,31,5 night time rituals for eternal beauty
1698761571-218,July,31,"Teen killed after car falls off bridge, 4 hurt in 2nd mishap"
1698761571-219,July,31,"IIML to conduct CAT 2023 on Nov 26, registrations from Aug 2"
1698761571-220,July,31,"Temp rises by 4°C, heavy showers likely this week"
1698761571-221,July,31,Govt to start inter-dist teachers’ transfer drive from August 13
1698761571-222,July,31,"Pay part of Ambience underpass construction cost, developer tells residents; RWA questions its legality"
1698761571-223,July,31,"Dengue tally rises to 11 in city, 5 dists most affected"
1698761571-224,July,31,Police register 3 FIRs a day after violence over Muharram route
1698761571-225,July,31,"Youths on bike snatch gold chain from woman, held"
1698761571-226,July,31,"EPF help desks for pvt firm staffers soon, says Khattar"
1698761571-227,July,31,"Water to drains, residents list civic woes before MLA"
1698761571-228,July,31,"Haven’t shared guest info with admin, 15 PG owners booked"
1698761571-229,July,31,YEIDA roads to serve as borders between plots
1698761571-230,July,31,"Old, in poor health & abandoned — little interest for equine castaways"
1698761571-231,July,31,"Councillor, his brother booked after scuffle with traffic cops"
1698761571-232,July,31,Rs 10 lakh a day: Fine that commuters cough up for traffic rule violations
1698761571-233,July,31,"After spat on road, 4 follow man home and thrash him"
1698761571-234,July,31,"Residents pick up brooms, clear waste left by food stalls"
1698761571-235,July,31,Sena UBT leader moves HC over guv nominees on legislative council
1698761571-236,July,31,Woman on O2 support for 2 yrs delivers baby
1698761571-237,July,31,Cops on alert as Monu Manesar posts video
1698761571-238,July,31,"Man takes friend to shop for wedding, is arrested for rape"
1698761571-239,July,31,Lifter Gogoi is Jr Asian champ
1698761571-240,July,31,"No info chief for 6 mnths, 1L appeals pending: CM"
1698761571-241,July,31,6 Hry athletes bag medals at World University Games
1698761571-242,July,31,Mum University signs MoU with two universities in America
1698761571-243,July,31,"CM, dy CM meet exec director of World Bank"
1698761571-244,July,31,Cargo worker held for purse theft at airport
1698761571-245,July,31,"Builder agrees to finish housing project, insolvency relief for now"
1698761571-246,July,31,‘Gokhale bridge to be partially opened in Nov’
1698761571-247,July,31,Harmanpreet set to play for Trent Rockets in The Hundred
1698761571-248,July,31,Indian units of foreign cos face GST queries on ESOPs
1698761571-249,July,31,HCLTech CEO Vijayakumar’s compensation decreases
1698761571-250,July,31,"Man takes friend to shop for wedding, is arrested for rape"
1698761571-251,July,31,"BTech student (18), boyfriend arrested for robbing engineer"
1698761571-252,July,31,Do India need to experiment?
1698761571-253,July,31,"Chemists meet minister, seek ban on online sale of meds"
1698761571-254,July,31,TCS revamps senior mgmt team under new chief exec
1698761571-255,July,31,Holding Escom contractor’s licence amounts to office of profit & disqualifies GP member: HC
1698761571-256,July,31,"Don’t seek classmates’ JEE (A) ranks, says IIT-B"
1698761571-257,July,31,Woman told baby stroller not allowed on lakeside track
1698761571-258,July,31,"Reject NEP, activists tell students’ meet"
1698761571-259,July,31,Kanjur land for Metro car shed belongs to state: Min
1698761571-260,July,31,"HC says tribunal erred in holding cleaner was at the wheel, asks insurer to pay ₹33L"
1698761571-261,July,31,Kids get a peek into city’s avian wealth
1698761571-262,July,31,No statistical data: HC refuses to quash proceedings against firm
1698761571-263,July,31,Ex-corporator questions BMC on GMLR contractors
1698761571-264,July,31,"Chandrayaan-3: Just 6 more days to reach Moon, slingshot at midnight"
1698761571-265,July,31,IIT-B warns its students not to crack casteist or sexist jokes
1698761571-266,July,31,BBMP to use microchips to monitor stray dogs
1698761571-267,July,31,BMC probe halts purchase of 263cr worth street furniture
1698761571-268,July,31,CM: ‘Thozhi’ hostels will be etched in memory
1698761571-269,July,31,12-year-old dies from snake bite after being sent to four hospitals
1698761571-270,July,31,Ranbir Kapoor and Kiara Advani show off their sizzling chemistry in an advertisement; fans wants them to do a film together: 'Manifesting into the universe'
1698761571-271,July,31,Five-Star Business Finance Q1 PAT up 32%
1698761571-272,July,31,Online firm harasses woman who had not taken loan
1698761571-273,July,31,Teshub and Kaira take contrasting routes to title
1698761571-274,July,31,Humphries’ key hires in CTS step down after Kumar’s entry
1698761571-275,July,31,Weevils from FCI warehouse pose health hazard to Pattabiram people
1698761571-276,July,31,TN BJP’s former OBC wing secretary lashes out at Annamalai
1698761571-277,July,31,40 from city to attend meet in Malaysia
1698761571-278,July,31,Bamul staffer accused of swindling 2.1cr between 2001 & 2013
1698761571-279,July,31,IISc convocation to be held today
1698761571-280,July,31,Aavin mulls selling milk in glass bottles
1698761571-281,July,31,"Roads in T Nagar milled, but not relaid for two weeks now"
1698761571-282,July,31,Party bound to pay interest tillclaimant receives money: HC
1698761571-283,July,31,Private hospital launches two new clinics
1698761571-284,July,31,Engineer dies after car hits tree on NICE Rd
1698761571-285,July,31,Pvt school donates projectors
1698761571-286,July,31,Four ADSPs promotedas SPs
1698761571-287,July,31,"Hold fever camps, supply med stocks to hosp: EPS to TN govt"
1698761571-288,July,31,"Hold fever camps, supply med stocks to hosp: EPS to TN govt"
1698761571-289,July,31,"Hold fever camps, supply med stocks to hosp: EPS to TN govt"
1698761571-290,July,31,Teen feared drowned in stone quarry
1698761571-291,July,31,CS inspects desal plant at Nemmeli
1698761571-292,July,31,"Spiritualism, bhakti saints helped Tamil flourish: Tamilisai"
1698761571-293,July,31,Medindia launches facility to treat GERD
1698761571-294,July,31,OMR-ECR Link Road project revived after a year
1698761571-295,July,31,Colombo Rowing Club wins Deepam Trophy
1698761571-296,July,31,Madras univ launches MSc programme for armed forces at Delhi
1698761571-297,July,31,Suspended woman inspector who was on the run arrested
1698761571-298,July,31,SI and constable suspended after suspect escapes
1698761571-299,July,31,Youth development programme
1698761571-300,July,31,Chintamani market rebuilt as 10-storey complex
1698761571-301,July,31,Karthi looks to leverage ‘home advantage’
1698761571-302,July,31,Santhosh’s double ton puts Trotters on top
1698761571-303,July,31,Int’l kite fest in city from Aug 12
1698761571-304,July,31,Infectious illnesses on rise amid rains
1698761571-305,July,31,‘Congress will complete Palamuru’
1698761571-306,July,31,Two youth killed after bike crashes into divider
1698761571-307,July,31,"Touring India, Hyd cyclist pedals 13,000km for cause"
1698761571-308,July,31,Kosasthalaiyar river turns a dump yard
1698761571-309,July,31,Flyer gets relief for nixed GOAir flight
1698761571-310,July,31,Humanitarian for Hyderabad event
1698761571-311,July,31,LPG blast victim’s kin awarded Rs 15 lakh
1698761571-312,July,31,Plaint against ex-AP minister & his brother
1698761571-313,July,31,Will contest election from Kothagudem: Health director
1698761571-314,July,31,Parts of ECR from Akkarai to Uthandi suffer ‘digital blackout’
1698761571-315,July,31,Partial ban on acid sale won't help: Activists
1698761571-316,July,31,Duo ditch car after crash at NTR Marg
1698761571-317,July,31,2 die as bike hits pole in Shamirpet
1698761571-318,July,31,One of two floodgates at Himayatsagar shut
1698761571-319,July,31,Karmika Bima for construction workers to be hiked to 3L: Min
1698761571-320,July,31,Hope amid doubt: Give us clarity on Old City’s Metro
1698761571-321,July,31,Nalgonda: ₹23 lakh stolen from 2 ATMs
1698761571-322,July,31,Illegal properties on SCB land to draw penalties
1698761571-323,July,31,"Shahamat Jah, grandson of Mir Osman Ali Khan, passes away"
1698761571-324,July,31,Tech that: Colleges rake in moolah as CSE craze eclipses other courses
1698761571-325,July,31,"Chit fund firm violates law, ordered to pay damages & compensate subscriber"
1698761571-326,July,31,Man ends life over financial crunch
1698761571-327,July,31,Analysts positive on ITC post hotels biz demerger
1698761571-328,July,31,Child trafficking cases spike after pandemic
1698761571-329,July,31,"Put up selfies with jhanda, mitti & diya as DP, J&K admin orders officials ahead of I-Day"
1698761571-330,July,31,Pocket-friendly luxe drives up pre-owned car sales in city
1698761571-331,July,31,SUCI meet at Brigade on August 5
1698761571-332,July,31,IIITH students design app for palliative care patients
1698761571-333,July,31,"‘Complete failure of Centre, state govts’"
1698761571-334,July,31,Traffic curbs this week for I-Day rehearsals
1698761571-335,July,31,SFI ‘Chalo Raj Bhavan’ today
1698761571-336,July,31,‘Bank bachao’ platform writes to CJI
1698761571-337,July,31,Humanitarian for feature
1698761571-338,July,31,Mobile phone snatchers shoot at two youths
1698761571-339,July,31,"Akal Takht jathedar on trip to Bengal, visits Kol gurdwaras"
1698761571-340,July,31,'Walmart buys out $1.4 billionTiger Global stake in Flipkart'
1698761571-341,July,31,"Wage rise, price fall hit us: Goodricke"
1698761571-342,July,31,"Seats still vacant, many colleges in city to miss admission deadline"
1698761571-343,July,31,BMC proposal to forest dept for deer park in Salt Lake
1698761571-344,July,31,Bidhuri seeks probe into DJB operations of past 8 years
1698761571-345,July,31,"App breathes life into prepaid metered taxi service, but migration rate still low"
1698761571-346,July,31,Decarbonisation of public transport to cut 0.3 mn tonnes carbon per year
1698761571-347,July,31,Sudden demand-supply gap pushes up fish prices
1698761571-348,July,31,Prayer meet held for peace in Manipur
1698761571-349,July,31,Kolkata Police traces history of HQ annexe to Jewish settlement in Raj-era Calcutta
1698761571-350,July,31,Bengal to Italy via Bollywood: Kgp-born actor star of only Indian entry at Venice Film Fest
1698761571-351,July,31,"Pak woman questioned by cops, released later"
1698761571-352,July,31,Seven passengers injured in Salt Lake bus accident
1698761571-353,July,31,Samad’s last-gasp goal hands MSC victory
1698761571-354,July,31,Couple killed as minibus hits bike in Garden Reach
1698761571-355,July,31,Fire at Baruipur plastic bag factory
1698761571-356,July,31,Nehal stuns top seed to enter state semis
1698761571-357,July,31,Humanitarian to spearhead the challenge
1698761571-358,July,31,"BJP winners change statement, say TMC neta abducted them"
1698761571-359,July,31,"Baheliya poachers active in Sahyadri, dog stuck in trap"
1698761571-360,July,31,"Talmale, aides burnt clothes at desolate place in Wadi"
1698761571-361,July,31,"Potholed Bhiwandi road triggers a row, troubled neta takes the train"
1698761571-362,July,31,40-year-old held for minor girl’s murder in Akola
1698761571-363,July,31,Survey: Only 57% comply with seatbelt rule in Ngp
1698761571-364,July,31,NMC trenches road asphalted a yr ago for pipeline planned 7 yrs ago
1698761571-365,July,31,"In a first, researchers unveil females of 2 dragonfly species"
1698761571-366,July,31,Convicts seek peace in Manipur through ‘umbrella calligraphy’
1698761571-367,July,31,Gangster’s properties on encroached land razed
1698761571-368,July,31,"Music can improve mental health in majority of Indians, says expert"
1698761571-369,July,31,Doc holds musical on hosp terrace for cardiac patients
1698761571-370,July,31,VNIT students develop drone tech sans GPS
1698761571-371,July,31,"Wrapped in plastic bag, newborn found abandoned in Satna"
1698761571-372,July,31,Man held for objectionable comment on procession
1698761571-373,July,31,"5 years after being brutally raped in Satna, minor survivor’s mom shares her daughter’s journey towards healing & hope"
1698761571-374,July,31,"On PM’s ‘Mann’, Puranas’ art museum next to Mahakal Lok"
1698761571-375,July,31,Masked men rob elderly couple's home in Jabalpur
1698761571-376,July,31,"Builder's staff forges documents, vanishes with ₹10L in tax money"
1698761571-377,July,31,"MP is lord of tiger jungle, retains crown for 2nd year"
1698761571-378,July,31,Memes & posts on Bhopal’s poor roads go viral
1698761571-379,July,31,‘Smart’ claims in the spotlight as most lanes plunge into darkness
1698761571-380,July,31,"Boasted as city’s best once, Hoshangabad rd is now commuters’ nightmare"
1698761571-381,July,31,GM crops replace organic farming as the new buzzword
1698761571-382,July,31,"Rain eludes Bhopal again, Met pins hopes on low-pressure by midweek"
1698761571-383,July,31,College student sexually harassed in Bagh Sewania
1698761571-384,July,31,Bodies of newly-wed couple who fell into river recovered
1698761571-385,July,31,Unspent Smart City funds may be used for sewerage schemes
1698761571-386,July,31,"101g MDMA seized, seven held"
1698761571-387,July,31,Rly project sanctioned on updated DPR
1698761571-388,July,31,Teenager fulfils her first solo exhibition dream
1698761571-389,July,31,‘India to beat China in chip funding’
1698761571-390,July,31,DVoc courses for students in polytechnics
1698761571-391,July,31,"Vansh, Murtuza advance"
1698761571-392,July,31,"Kangana Ranaut justifies her Y-plus security, says she is 'not just a Bollywood star'"
1698761571-393,July,31,"Police issue notification seeking details of spa owners, employees"
1698761571-394,July,31,Land ownership under Inam Abolition Act simplified
1698761571-395,July,31,CJ visits Ahmedabad Central Jail
1698761571-396,July,31,"NMHC at Lothal to showcase 5,000-year-old history: Govt"
1698761571-397,July,31,AMC seals 2 shops
1698761571-398,July,31,Quad partners extend support to India’s semiconductor mission
1698761571-399,July,31,Cong seeks 27% reservation for OBCs in local bodies
