web-scraper-order,month,days,news
1698762102-55,May,31,NGT asks panel to take action against industrial unit
1698762102-56,May,31,Heading towards Aerocity? Check for traffic diversions
1698762102-57,May,31,New consultant for Jama Masjid revamp
1698762102-58,May,31,Only active members can vote or stand for co-op polls: Maharashtra govt
1698762102-59,May,31,BOB integrates Rupay credit cards with UPI
1698762102-60,May,31,Geo-Bag tech to be used to clean Sal river
1698762102-61,May,31,"Ahead of LS polls, Goa BJP to hold biggest campaign"
1698762102-62,May,31,Will probe claims of corruption: Khaunte
1698762102-63,May,31,"'Was at helm of affairs, can influence witnesses': Delhi HC denies bail to Manish Sisodia"
1698762102-64,May,31,Tourism dept seeking bribes: Shack owners
1698762102-65,May,31,‘Using near-original materials for work on Sanquelim fort’
1698762102-66,May,31,Nod for Aldona cabling works of Rs 97cr: MLA
1698762102-67,May,31,Police rescue two kidnapped minor girls from Hubballi
1698762102-68,May,31,No pre-monsoon rain likely for few days: IMD
1698762102-69,May,31,"Cong alleges graft in Smart City work, seeks probe"
1698762102-70,May,31,Mumbai-Goa Vande Bharat train may run from June 3
1698762102-71,May,31,‘Those with Maths I should get priority for sci stream’
1698762102-72,May,31,"As Khandepar river level dips, WRD draws water from Codli, Zarapkar mining pits for Opa"
1698762102-73,May,31,Wardha doc dubs male potency test unscientific
1698762102-74,May,31,Yechury appeals for oppn support: 'Delhi ordinance can happen in any state'
1698762102-75,May,31,No bidder qualifies to handle Madurai's solid waste mgmt
1698762102-76,May,31,DBS launches Vantage credit card in India with zero mark up for spends in Singapore
1698762102-77,May,31,Supreme Court comes down hard on challenges to PMLA by accused seeking relief
1698762102-78,May,31,Yellow alert in Idukki till Saturday
1698762102-79,May,31,"'Why 20% tax on foreign spending for those using cash, forex cards'"
1698762102-80,May,31,Nagpur: Mystery over death of man with gunshot injury in back of head
1698762102-81,May,31,CM sends file on appointment of DERC chief to Saxena again
1698762102-82,May,31,"Crop cover for Maharashtra farmers at Re 1, state to foot 2% premium"
1698762102-83,May,31,405 of 423 real estate agents clear exam by MahaRera
1698762102-84,May,31,"Day after poaching of Bengal MLA, Congress & TMC in war of words"
1698762102-85,May,31,"Assam forester killed by 'timber smugglers', three hurt during operation"
1698762102-86,May,31,New rules for anti-tobacco warnings in OTT shows soon
1698762102-87,May,31,Rajasthan: Ashok Gehlot govt offers 100 power units free for all
1698762102-88,May,31,Vimukthi Mission to resume anti-drug activities in schools
1698762102-89,May,31,2 arrested for murder of cash collection agent in Rs 7L robbery
1698762102-90,May,31,"Finally, Akademi gives away cartoon awards"
1698762102-91,May,31,Man held with 7kg ganja
1698762102-92,May,31,"Excise case: BJP, AAP exchange barbs over charges of corruption"
1698762102-93,May,31,Court takes cognisance of additional ED chargesheet
1698762102-94,May,31,"Jubilee Hills pub lets revellers dance with pythons & iguanas, seven booked"
1698762102-95,May,31,Govt planning to build regular jail at Narela
1698762102-96,May,31,"Creche, counselling facility at wellness centre for slum kids"
1698762102-97,May,31,Aegon first to provide life insurance cover for surrogate moms and egg donors
1698762102-98,May,31,"Rise in power demand to 3,500 MW leads to outage in Pune, Pimpri Chinchwad"
1698762102-99,May,31,"Evening rain, strong winds bring down temperature in Delhi"
1698762102-100,May,31,Probe ordered after couple's car plunged into canal in Cuttack
1698762102-101,May,31,A river turns red: Pollution bleeds Hindon
1698762102-102,May,31,"Horoscope Today, May 31, 2023: Read your daily astrological predictions for Pisces, Scorpio, Sagittarius and Others"
1698762102-103,May,31,Telangana: 'Missing' girl reunites with mom after 7 years
1698762102-104,May,31,Ludhiana blast: NIA files supplementary charges
1698762102-105,May,31,2013 plot allotment case: HSVP officer held on HC order for non-compliance
1698762102-106,May,31,"Police search Pb bus stands, railway stations; 34 suspects held"
1698762102-107,May,31,"Rail officials, contractor booked for Dhanbad power-line deaths"
1698762102-108,May,31,"NMC initiates action against 40 medical colleges, more under radar"
1698762102-109,May,31,Don't take us for granted: AIMIM chief Asaduddin Owaisi to Bharat Rashtra Samithi
1698762102-110,May,31,120-year-old Shimla train to get a desi makeover
1698762102-111,May,31,"Let Korean national enrol as advocate, HC directs BCI"
1698762102-112,May,31,"Mercury rises, but evening rain brings relief from heat"
1698762102-113,May,31,'Qnet floating different entities to hoodwink security agencies'
1698762102-114,May,31,Early-June system off Kerala may weaken rains progress
1698762102-115,May,31,Plot for 'Greater Mizoram' behind unrest: Meitei body
1698762102-116,May,31,"North Korea tries to launch space satellite; warnings lifted in South Korea, Japan"
1698762102-117,May,31,NMC cancels MBBS admissions in MediCiti
1698762102-118,May,31,CBDT notifies e-appeals scheme to ease caseload
1698762102-119,May,31,250bps hike suppressed inflation by 90bps: RBI
1698762102-120,May,31,Yes Bank rejigs branding 3 years after rescue
1698762102-121,May,31,"Growth pace intact amid easing inflation, says RBI"
1698762102-122,May,31,Sebi chief Madhabi Puri Buch asks fund houses to self-regulate
1698762102-123,May,31,"Forex volatility gains enabled dividend, reserve boost"
1698762102-124,May,31,'Precautionary holdings drive up cash demand'
1698762102-125,May,31,Meesho's valuation cut 10% to $4.4 billion
1698762102-126,May,31,"Value of frauds halves, but cases rise by nearly 50%"
1698762102-127,May,31,Gujaratis cite religious persecution & Patidar agitation to seek asylum
1698762102-128,May,31,"Silchar woman killed by speeding car, 1 held"
1698762102-129,May,31,Gujarati wife-killer becomes FBI's most wanted!
1698762102-130,May,31,Patient attacks trainee doctor at Chennai's biggest govt hospital
1698762102-131,May,31,Relief in sight as Met predicts light rain in Chennai
1698762102-132,May,31,Chennai: Absconding murder accused arrested
1698762102-133,May,31,Pending dues: Chennai residents protest water supply cut
1698762102-134,May,31,"Use of tobacco among women rises, peer pressure major reason: Doctors"
1698762102-135,May,31,TN govt signs MoU in Tokyo
1698762102-136,May,31,GSHSEB Class 12 general stream results out today
1698762102-137,May,31,Gutka chewing up young lives in Hyderabad
1698762102-138,May,31,AMC's draft bylaws look set to transform parking in Ahmedabad
1698762102-139,May,31,Rain likely to subside from tomorrow in Gujarat
1698762102-140,May,31,"Bengal government to recruit 1.2 lakh in next two months, says Mamata Banerjee"
1698762102-141,May,31,"Age of self-harm, always a sign of extreme stress, falls sharply among kids in Kolkata"
1698762102-142,May,31,2-storey Bidhan Mkt above E-W Metro's Esplande stn
1698762102-143,May,31,Monkeys throw a wrench into city's metro works
1698762102-144,May,31,Ujjivan bank stk rises 8% as RBI director leaves
1698762102-145,May,31,TCS sends memo to staff flouting its WFO diktat
1698762102-146,May,31,Women execs' strength in TCS doubles in six years
1698762102-147,May,31,Nvidia mcap tops $1 trillion with AI bet
1698762102-148,May,31,ED lens on 17 properties linked to 'Kalighater Kaku'
1698762102-149,May,31,"Man who killed Rajasthan woman, ate her flesh, dies in hospital"
1698762102-150,May,31,Ukraine war reaches Moscow as drones strike civilian areas
1698762102-151,May,31,Two female Iran journalists face trial for covering hijab death row
1698762102-152,May,31,Elizabeth Holmes turns self in for 11-year jail term
1698762102-153,May,31,Rishi Sunak restricts vapes for UK kids: Daughters are 10 and 12
1698762102-154,May,31,"Storm, heavy rain in Jaisalmer, Barmer"
1698762102-155,May,31,PM Modi to address rally in Ajmer today
1698762102-156,May,31,"Manipur seeing ethnic conflict, not insurgency: Defence chief"
1698762102-157,May,31,"PIO student, 21, shot dead by unknown men in US: Report"
1698762102-158,May,31,May 9 riots 'architect' Imran Khan to be tried in military court: Pakistan govt
1698762102-159,May,31,Imran Khan sues min for Rs 10 billion over 'cocaine & booze use' claim
1698762102-160,May,31,45 held since May 15 for electricity hooking in Kolkata
1698762102-161,May,31,3 minors among five drown in Ramganga river
1698762102-162,May,31,Maharashtra: Girl who stabbed boyfriend to death arrested
1698762102-163,May,31,Mercury to rise from Friday as wet spell begins to recede
1698762102-164,May,31,Mercury to rise from Friday as wet spell begins to recede
1698762102-165,May,31,Mercury to rise from Friday as wet spell begins to recede
1698762102-166,May,31,Top 13 Highest Paying Data Science Jobs in India
1698762102-167,May,31,Only five high-rise buildings seek piped water connections
1698762102-168,May,31,Helmetless rider slaps policeman in Pune
1698762102-169,May,31,Kosovo town on the boil; 30 Nato troops injured in clash with Serbs
1698762102-170,May,31,"Cabinet nod to sign MoUs for Purnia, Darbhanga civil enclaves"
1698762102-171,May,31,Japan court: Ban on same-sex union unconstitutional
1698762102-172,May,31,Crowd clashes with China's cops over plan to raze mosque
1698762102-173,May,31,"AI poses 'risk of extinction', industry leaders warn"
1698762102-174,May,31,'Worst' cyberattack in Greece disrupts high school exams
1698762102-175,May,31,Malaysia says China ship looted British WW2 wrecks
1698762102-176,May,31,85-year-old gets son's body from Saudi Arabia after 14 months
1698762102-177,May,31,VC finds 36 out of 46 B D College teachers absent
1698762102-178,May,31,"Shun tobacco as it increases risk of diabetes, say doctors"
1698762102-179,May,31,"Post-Covid, Centre for Women Studies sees fall in enrolment"
1698762102-180,May,31,Tigers kill 2 farmers in 2 days in Pilibhit & Kheri
1698762102-181,May,31,Lucknow girl aces advanced course in mountaineering
1698762102-182,May,31,Final voters' list to be out on Oct 4
1698762102-183,May,31,Class 10 girl's death case: Cops reconstruct crime scene in Ayodhya school
1698762102-184,May,31,Man held for making hoax call about bomb at Patna Junction
1698762102-185,May,31,Child among 4 dead as 2 bikes collide head-on
1698762102-186,May,31,Give a facelift to Simaria Dham by June next year: Nitish Kumar to officials
1698762102-187,May,31,"Row over Mihir Bhoj: Internet shut in Saharanpur for 2nd day, 15 arrested"
1698762102-188,May,31,Education is a medium to understand people's emotions: Yogi Adityanath
1698762102-189,May,31,"UP cops, Amazon to check online scams"
1698762102-190,May,31,No-tapa: Evening showers take heat out of Nautapa
1698762102-191,May,31,"Clogged and choked, Panaji waits for floods with rains"
1698762102-192,May,31,Himalayan squirrel tagged to study climate change effect
1698762102-193,May,31,"Soon, Maharashtra to get Tirupati temple in Navi Mumbai"
1698762102-194,May,31,Woman gets son's body from Saudi after 14 months
1698762102-195,May,31,Goa saw 10 times more charter tourists this season than last
1698762102-196,May,31,Wrestlers delay 'immersion' of medals after Naresh Tikait appeal
1698762102-197,May,31,UP court orders custody of ex-DM 25 yrs after vile letter on 2 communities
1698762102-198,May,31,50 more BDS seats in TN as new dental college gets nod
1698762102-199,May,31,50 more BDS seats in TN as new dental college gets nod
1698762102-200,May,31,50 more BDS seats in TN as new dental college gets nod
1698762102-201,May,31,Class XII answer scripts copy are now online
1698762102-202,May,31,Tamil Nadu: Dog dies defending owner's home from assailants
1698762102-203,May,31,"Cars stoned on NHs, complain motorists"
1698762102-204,May,31,Police find skeletal remains of a man in canal at Chengalpet
1698762102-205,May,31,"Sleeping man falls off truck, dies"
1698762102-206,May,31,Two burgle locked houses in Kanchi
1698762102-207,May,31,"Kathiri gone, but not the power demand"
1698762102-208,May,31,"Now, pay for parking at Nanganallur Road metro"
1698762102-209,May,31,Tangedco to check meters after people complain of errors
1698762102-210,May,31,Resort murder: 'Owner was rude to employees'
1698762102-211,May,31,Khelo India records continue to tumble
1698762102-212,May,31,Wrestlers can't protest at India Gate: Police
1698762102-213,May,31,World body slams wrestlers' detention
1698762102-214,May,31,Man gets life in jail for killing youth for mobile phone
1698762102-215,May,31,HSVP officer held in 2013 land allotment case
1698762102-216,May,31,Waqf board asked for dargah info under RTI
1698762102-217,May,31,"BJP kicks off 'Jan Sampark Abhiyan', PM may visit in June"
1698762102-218,May,31,Pay airport parking fee with FASTag
1698762102-219,May,31,"3 held in fake passport scam, hunt on for others"
1698762102-220,May,31,VCs caught in guv-minister crossfire
1698762102-221,May,31,GCC to digitise burial ground bookings to rein in corruption
1698762102-222,May,31,"TN set to digitise all vaccine records, status of children"
1698762102-223,May,31,Officials should be present at area sabhas: Councillors
1698762102-224,May,31,"No water in R A Puram, Greenways Road, Mandaveli"
1698762102-225,May,31,We'll need 5 lakh data scientists in next few years: IIT-M director
1698762102-226,May,31,New director for Chennai airport
1698762102-227,May,31,Smoking can take puff out of your sex life too
1698762102-228,May,31,"Delhi: DDA may launch new scheme for 23,000 flats in June"
1698762102-229,May,31,Crowded stalls on last Bada Mangal
1698762102-230,May,31,"AI chatbots may be fun, but they have a drinking problem"
1698762102-231,May,31,Will help Delhi police: Cops on Sahil buying knife in Haridwar
1698762102-232,May,31,"Woman stabs flatmate to death in Delhi's Majnu Ka Tilla over insult to deceased dad, held"
1698762102-233,May,31,ULBs brainstorm on ways to check menace of strays
1698762102-234,May,31,'Why Vande Bharat crew from Delhi?' Protests in Doon
1698762102-235,May,31,LDA board to decide on food street plan today
1698762102-236,May,31,Exclusive: Sidharth Bhardwaj on his bond with sister Jaya’s husband and Indian cricketer Deepak Chahar: He is the brother I never had
1698762102-237,May,31,CBDT notifies e-appeals scheme to ease caseload
1698762102-238,May,31,How to do face yoga for double chin reduction
1698762102-239,May,31,"Let employees switch depts to boost skills, cut attrition"
1698762102-240,May,31,Atiq aide's building sealed in Shardanagar
1698762102-241,May,31,19 issues resolved at LDA camp
1698762102-242,May,31,"Police to launch spl vehicles, social media centres in dists"
1698762102-243,May,31,Cops accused of abduction denied bail
1698762102-244,May,31,Residents segregate waste in vain
1698762102-245,May,31,"Milled a week ago, road in Mylapore yet to be relaid"
1698762102-246,May,31,Eknath Shinde's Sena begins drive to reach out to shakhas
1698762102-247,May,31,No signs of fences govt says it built at Rs 22 crore at Chennai forests
1698762102-248,May,31,Another spell of rain leaves Bengaluru in misery
1698762102-249,May,31,900-yr-old poetic inscription found on pillar of mandapam
1698762102-250,May,31,BMC: Serious about taking flood mitigation measures in Mumbai
1698762102-251,May,31,Unruly passenger assaults Air India crew member on Goa-Delhi flight
1698762102-252,May,31,Can hotels charge more for water? Courts say yes
1698762102-253,May,31,Fresh talk of sealings has traders worried
1698762102-254,May,31,Man stabbed to death in front of wife
1698762102-255,May,31,"Gujjars, Thakurs' standoff: UP BJP treads cautiously"
1698762102-256,May,31,"Manipur violence: AICC team meets President Droupadi Murmu, seeks probe by SC judge"
1698762102-257,May,31,'US Nagar lost over 10k ha agri land to urbanisation'
1698762102-258,May,31,"BJP MLA gives up escorts, says people's safety priority"
1698762102-259,May,31,Arikomban remains elusive; injured man dies
1698762102-260,May,31,Cop catches armed criminal at Rani Bagh
1698762102-261,May,31,"Shah urges warring grps to bury the hatchet, talk peace"
1698762102-262,May,31,"Shah urges warring grps to bury the hatchet, talk peace"
1698762102-263,May,31,"North Korea's spy satellite 'crashes into sea', vows 2nd launch 'as soon as possible'"
1698762102-264,May,31,Delhi zoo to bring in vulnerable macaque species from Manipur
1698762102-265,May,31,"Manipur: Clash victims' kin to get Rs 10 lakh each, govt job"
1698762102-266,May,31,BJP gives financial aid to Sakshi's family
1698762102-267,May,31,Social groups protest govt policies against encroachments
1698762102-268,May,31,Maliwal seeks death penalty for accused
1698762102-269,May,31,Take stricter action against encroachers: Councillors
1698762102-270,May,31,"Car in Delhi, challan issued in Doon; cops unearth duplicate number racket"
1698762102-271,May,31,"Speed up process for forming 12 zonal panels, BJP tells mayor; AAP hits back"
1698762102-272,May,31,Pisoli resident accused of wife's murder
1698762102-273,May,31,Book ticket for Airport Line ride on WhatsApp
1698762102-274,May,31,12 women of SHG duped of Rs 12 lakh in Mudra loan fraud
1698762102-275,May,31,HC refuses to stay demolition of slums
1698762102-276,May,31,ED chargesheet: Singh says will take legal recourse
1698762102-277,May,31,"Which court to hear case against WFI chief? HC seeks stand of govt, cops"
1698762102-278,May,31,TCS issues memo to employees not adhering to office roster
1698762102-279,May,31,Move towards greener hills: Conclave to encourage use of e-vehicles
1698762102-280,May,31,HC grants bail to 'unaware' trader in heroin case
1698762102-281,May,31,"Jamia Millia Islamia panel hostile to thesis topic, claims PhD aspirant"
1698762102-282,May,31,"Button up ooty, it’s time for a mushroom boom"
1698762102-283,May,31,Rakesh Tikait condemns protesting wrestlers' arrest
1698762102-284,May,31,Govt school for girls readies to start new chapter after revamp
1698762102-285,May,31,"At DU meeting, chorus for Stephen's principal removal"
1698762102-286,May,31,Women's strength in TCS doubles in six years: Outgoing CEO Rajesh Gopinathan
1698762102-287,May,31,FIR against 2 for selling fake online tickets for Taj
1698762102-288,May,31,US stocks end mixed as market weighs lower default risk
1698762102-289,May,31,8-year-old girl injured in Pitbull attack in Meerut
1698762102-290,May,31,Lockdown learning: Students publish short stories
1698762102-291,May,31,"State secondary schools to reopen on June 5, primary schools on June 7"
1698762102-292,May,31,"All colleges, varsities may not be able to reserve 10% UG seats for needy students"
1698762102-293,May,31,Modi more of a Publicity Min: Hooda
1698762102-294,May,31,86-year-old US-born former teacher turns green crusader to save neighbourhood trees in Jadavpur
1698762102-295,May,31,Cops' cyber safety guide for hotel booking in Darj
1698762102-296,May,31,GSEB HSC 12th Result 2023: How to Check Class 12 Gujarat board Commerce & Arts result at gseb.org?
1698762102-297,May,31,HC halts vocational college recruitment over ad hoc row
1698762102-298,May,31,"Now, apply online for fisheries' schemes"
1698762102-299,May,31,Tips to remove acne scars from your face
1698762102-300,May,31,"Rain lashes parts of Delhi-NCR, traffic disruptions likely"
1698762102-301,May,31,"IPL betting racket busted, 3 arrested"
1698762102-302,May,31,27-yr-old man thrashed by bouncers at nightclub
1698762102-303,May,31,"Man seen doing push-ups on top of moving car in video, booked"
1698762102-304,May,31,"5 months after NGT order, no razing drive on protected land in Aravalis"
1698762102-305,May,31,"5 months after NGT order, no razing drive on protected land in Aravalis"
1698762102-306,May,31,Environmental compensation: Panel to decide on use of funds
1698762102-307,May,31,City’s power demand on rise but land hurdle holds up work on 5 substations
1698762102-308,May,31,‘No proof if cows transported for slaughter’: Court acquits 3
1698762102-309,May,31,"Gurgaon: Instagram friend offers gift, cheats elderly woman of Rs 1.8 crore; 2 held"
1698762102-310,May,31,Undertrial flings chilli at cops in escape bid
1698762102-311,May,31,Over 6k residents in Greater Noida West face water shortage
1698762102-312,May,31,GNIDA offers 22 plots for commercial complexes
1698762102-313,May,31,"Raped teen neighbour in 2020, youth handed 10-year jail term"
1698762102-314,May,31,Desilt drains & fill up potholes before rains: Mayor’s 1st order
1698762102-315,May,31,Second meth lab busted in less than 2 weeks in Greater Noida
1698762102-316,May,31,Juveniles among 22 nabbed for sexual harassment in Gzb
1698762102-317,May,31,"Driver drugged, truck with Rs 8L goods snatched"
1698762102-318,May,31,"Man promised spot in state cricket team, conned of Rs 15L"
1698762102-319,May,31,CBDT notifies e-appeals scheme to ease caseload
1698762102-320,May,31,‘Precautionary holdings drive up cash demand’
1698762102-321,May,31,Sebi chief asks fund houses to self-regulate
1698762102-322,May,31,"Value of frauds halves, but cases rise by nearly 50%"
1698762102-323,May,31,"Forex volatility gains enabled dividend, reserve boost"
1698762102-324,May,31,Yes Bank rejigs branding 3 yrs after rescue
1698762102-325,May,31,Ujjivan bank stk rises 8% as RBI director leaves
1698762102-326,May,31,BEST to revive route 123 with electric AC double-decker buses
1698762102-327,May,31,Edu jobs scam: ‘Kalighater Kaku’ in ED custody
1698762102-328,May,31,Gender-inclusive tourism policy ‘Aai’ gets cabinet OK
1698762102-329,May,31,‘Public interest needs to prevail’: HC paves way for road in Oshiwara
1698762102-330,May,31,New textile policy aims to attract Rs 25k cr investment
1698762102-331,May,31,Human skull found in Nalasopara well
1698762102-332,May,31,"New IT policy for Maharashtra aims to attract investment of Rs 95,000 crore"
1698762102-333,May,31,Bengaluru's Yemlur-Bellandur Kere Kodi Road closed after sewage pipe damage
1698762102-334,May,31,Crop cover for 1 as state will pay 2% premium for farmers
1698762102-335,May,31,30k+ register for state’s first-ever BSc nursing CET
1698762102-336,May,31,BJP launches campaign to talk about ‘Modi govt achievements’
1698762102-337,May,31,Saamna: 22 of Shiv Sena’s MLAs & 9 MPs in mood to leave Shinde faction
1698762102-338,May,31,Eknath Shinde MPs will shift to BJP or UBT Shiv Sena: NCP's Jayant Patil
1698762102-339,May,31,August rally with Sambhaji Brigade
1698762102-340,May,31,Bombay HC gives nod to MTP of 26-wk foetus with microcephaly
1698762102-341,May,31,Cloud over appointment forces state health scheme CEO to quit
1698762102-342,May,31,"Rs 74L jewellery heist: Accused befriended staffer, drugged him"
1698762102-343,May,31,EOW to probe former FMC chief’s role in NSEL crisis
1698762102-344,May,31,5 convicted of robbing man on local train get 6-yr RI
1698762102-345,May,31,‘Quit line’ helped 3rd of callers stub tobacco habit since Covid
1698762102-346,May,31,Class 10 & 12 boards as usual as no NEP for schools in ’23-24
1698762102-347,May,31,Cop attempts suicide after his relieving letter delayed
1698762102-348,May,31,Ishrat slams a brace in Customs win
1698762102-349,May,31,"IIT-B suicide chargesheet: Solanki had academic stress, feared accused"
1698762102-350,May,31,Bride headed for her wedding gets stuck in lift for 30 minutes in Bhayander near Mumbai
1698762102-351,May,31,State cabinet OKs Centre’s labour code
1698762102-352,May,31,Co-accused with Wankhede files fresh plea
1698762102-353,May,31,Artiste loses Rs 6L to ‘like & earn’ scam
1698762102-354,May,31,"Man accused of molestation stabbed, dies"
1698762102-355,May,31,3 riding sans helmet killed in road crash
1698762102-356,May,31,"Booked for defaming CM kin, man held for ‘rumours’"
1698762102-357,May,31,"Karnataka govt staff get 4% DA hike, effective Jan 1"
1698762102-358,May,31,Women execs’ strength in TCS doubles in six years
1698762102-359,May,31,TCS memo to staff flouting WFO diktat
1698762102-360,May,31,Karnataka: RTCs may need fund push to power free rides for women and stay afloat
1698762102-361,May,31,"In death, 14-year-old Karnataka girl donates life to 10 others"
1698762102-362,May,31,HC quashes cancellation of Bengaluru hospital’s registration
1698762102-363,May,31,Exercise-induced allergy isn’t rare
1698762102-364,May,31,Man accuses cop-wife of thrashing him
1698762102-365,May,31,"Didi in touch with wrestlers, extends support"
1698762102-366,May,31,Bengaluru: Wife’s dying declaration helps court sentence man
1698762102-367,May,31,Karnataka govt mulls direct benefit route to roll out free power
1698762102-368,May,31,Stealthy Salmonella evades immune system like a thief
1698762102-369,May,31,Speech row: HC stays probe against Ashwath Narayan
1698762102-370,May,31,Man held for strangling second wife to death
1698762102-371,May,31,"To treat negative emotions, Nimhans turns to Ramayana"
1698762102-372,May,31,C-CAMP gets CSR funds from firm
1698762102-373,May,31,Road closed after sewage pipe damage
1698762102-374,May,31,Case against Sankey Lake protesters dropped
1698762102-375,May,31,Wall rebuilt to check flow of sewage into Bengaluru's Madiwala Lake
1698762102-376,May,31,Austin powers BCBC to thrilling victory
1698762102-377,May,31,Apollo Q4FY23 consolidated PAT up 60%
1698762102-378,May,31,Dcunha emerges champ
1698762102-379,May,31,Statehood Day of Goa celebrated at Raj Bhavan
1698762102-380,May,31,EID Parry Q4 PAT declines
1698762102-381,May,31,Death of engg student a case of suicide: Cops
1698762102-382,May,31,TNPL ’23 to feature DRS and Impact Player rule
1698762102-383,May,31,Burglar used ₹50k to clear debts
1698762102-384,May,31,Thief involved in 170 cases arrested
1698762102-385,May,31,4 of 10 who posed as tax officials & looted gold held
1698762102-386,May,31,50 cars gutted as fire engulfs service centre
1698762102-387,May,31,"BRS expands to MP, local netas join party"
1698762102-388,May,31,Bandi demands investigation of ORR tender
1698762102-389,May,31,One dead as lorry hits parked car
1698762102-390,May,31,Sex offenders under police scanner
1698762102-391,May,31,Dual approach to address addiction
1698762102-392,May,31,Chinese connection: Human hair exporters raise alarm
1698762102-393,May,31,"SIT arrests Ramesh, cops to seek custody"
1698762102-394,May,31,Sweet Souls unite for equal edu for diabetic children
