web-scraper-order,month,days,news
1698785004-22,January,31,Cash from trash: Women waste pickers are upcycling their lives
1698785004-23,January,31,"Heavy snowfall disrupts life in Jammu & Kashmir, Himachal Pradesh, Uttarakhand"
1698785004-24,January,31,"Heavy snowfall disrupts life in Jammu & Kashmir, Himachal Pradesh, Uttarakhand"
1698785004-25,January,31,"Heavy snowfall disrupts life in Jammu & Kashmir, Himachal Pradesh, Uttarakhand"
1698785004-26,January,31,Optical Illusion: Only those with sharp eyes can find the word 'large' in 10 seconds!
1698785004-27,January,31,"Fight over Rs 300 passes over to 4th generation, no signs of a truce yet"
1698785004-28,January,31,"Hrithik Roshan, Rakesh Roshan and Pinkie Roshan spend evening with K-pop star Jackson Wang; call it 'unforgettable'"
1698785004-29,January,31,India sees rain deficit in January after 5 years; winter crop could be hit
1698785004-30,January,31,Need to reform UNSC to reflect new realities: PM Modi to UNGA chief
1698785004-31,January,31,Need to reform UNSC to reflect new realities: PM Modi to UNGA chief
1698785004-32,January,31,"Birla kids to join board of group thinktank, fashion business"
1698785004-33,January,31,1/3rd of undergraduate students in India doing BA: Survey
1698785004-34,January,31,1/3rd of undergraduate students in India doing BA: Survey
1698785004-35,January,31,"Teesta’s politics divisive, says govt, opposes her plea on conversion law"
1698785004-36,January,31,Gorakhnath temple attacker Ahmed Murtaza Abbasi gets death penalty
1698785004-37,January,31,"Amid encroachment row, West Bengal CM Mamata Banerjee gives Amartya Sen land deed"
1698785004-38,January,31,"I can understand pain of violence; Modi, Shah and Doval can’t: Rahul Gandhi"
1698785004-39,January,31,"Man gets death for rape, murder of 9-year-old"
1698785004-40,January,31,Rape accused gets short bail to marry survivor in Uttarakhand
1698785004-41,January,31,"Tripura assembly election: Denied ticket, sixth BJP MLA quits"
1698785004-42,January,31,Morbi bridge collapse: Oreva accepts high court directive on compensation calculation
1698785004-43,January,31,"6 arrested for blocking, misleading ED"
1698785004-44,January,31,"End systematic persecution of minorities, India tells Pakistan"
1698785004-45,January,31,"Joshimath Dalits allege bias in relief work, probe on"
1698785004-46,January,31,"Sensex ends in green, gold hits new high"
1698785004-47,January,31,"Porvorim accident: 11 years on, Mumbai man acquitted"
1698785004-48,January,31,"Kin claim girl’s organs removed in Delhi hospital, plastic bags stuffed inside body"
1698785004-49,January,31,Ruckus in Delhi University over PM Narendra Modi documentary: 7-member panel sends report to VC
1698785004-50,January,31,"Leftists instigating protests in Joshimath, says BJP neta"
1698785004-51,January,31,Director of real estate firm arrested from Mumbai for fraud
1698785004-52,January,31,Amravati division records 49% voter turnout
1698785004-53,January,31,Northeast Delhi riots case: 9 acquitted of setting shop ablaze
1698785004-54,January,31,Witnesses in AI urination case not deposing in prosecution’s favour: Court
1698785004-55,January,31,New Delhi Municipal Council seals commercial complex in Netaji Nagar over ‘violations’
1698785004-56,January,31,"Modern diagnostics, ayurveda care ideal during pregnancy: Doctors"
1698785004-57,January,31,MP scrap dealer held after deaths of 7 mine ‘thieves’
1698785004-58,January,31,"Officers from 44 Interpol member countries in Delhi to discuss, share best practices in policing"
1698785004-59,January,31,3 minors held for killing 22-year-old in Delhi
1698785004-60,January,31,Bageshwar Dham event invite had names of all BJP bigwigs
1698785004-61,January,31,We did not push Adani scrips among small investors: Brokers
1698785004-62,January,31,"By end of 2023, take this flyover in Delhi as metro speeds past just above"
1698785004-63,January,31,"Teachers constituency polls: Ngp div witnesses 86.23% polling, 2.88% more than 2017"
1698785004-64,January,31,Extortion mastermind’s aidetried to dupe a governor too
1698785004-65,January,31,Govt proposes 3 dates to Delhi LG VK Saxena for electing mayor
1698785004-66,January,31,Delhi HC summons senior officials over pending salaries and pensions
1698785004-67,January,31,Delhi liquor excise policy case accused granted interim bail
1698785004-68,January,31,2 youths held for raping woman after offering autorickshaw lift in Panvel
1698785004-69,January,31,CBSE schools assn to be part of holiday plan meet
1698785004-70,January,31,Delhi high court seeks report from Safdarjung Hospital on plea to terminate pregnancy
1698785004-71,January,31,"Evening OPDs may begin in Delhi's Ram Manohar Lohia Hospital, Safdarjung Hospital"
1698785004-72,January,31,"Car falls 200ft in gorge, family of 5 escapes with minor injuries in Maharashtra's Mangaon"
1698785004-73,January,31,25 schoolchildren among 29 injured in pile-up on flyover in central Delhi
1698785004-74,January,31,One-time water bill settlement in a month: Delhi Jal Board VC Saurabh Bharadwaj
1698785004-75,January,31,"Regional cancer institute will be ready in next 16 months, says Vishwajit Rane"
1698785004-76,January,31,"Karnataka HC relief for insurer, asks insured to pay claimant"
1698785004-77,January,31,Dip in number of students from minorities last year: AISHE
1698785004-78,January,31,Nagpur gets new traffic zone Pardi
1698785004-79,January,31,"Delhi govt’s 24x7 water supply promise a bluff, claims BJP"
1698785004-80,January,31,Blow for Uddhav Thackeray: Worli ex-corporator joins Maharashtra CM Eknath Shinde's Sena
1698785004-81,January,31,"In Bengaluru, 2 teen boys wade into pool, drown"
1698785004-82,January,31,"50,000 women screened for breast cancer in Goa, 24 test positive"
1698785004-83,January,31,"After strawberries, new fruit is apple of the eye for Verlem"
1698785004-84,January,31,"26-year-old held in Delhi for stalking, harassing former fiancee online"
1698785004-85,January,31,Feni distillers in Goa look to Japan for export debut
1698785004-86,January,31,House panel meet on Mhadei on February 8
1698785004-87,January,31,"Man cheats investors of Rs 100 crore across India, held"
1698785004-88,January,31,Goa has a strong legal case on Mhadei: CM Pramod Sawant
1698785004-89,January,31,"Nagpur Municipal Corporation begins to strengthen Ambazari lake overflow system, embankment"
1698785004-90,January,31,Leprosy prevalence rate down in 2014-15 to 0.45
1698785004-91,January,31,Moil plans Chikhla mines expansion in tiger corridor
1698785004-92,January,31,"After 2-year break, artistes make comeback at Lokotsav"
1698785004-93,January,31,"Goa: Citizens allege river diversion and coal handling linked, protest at MPA"
1698785004-94,January,31,Delhi govt's free Wi-Fi facility down for a month as contract runs out
1698785004-95,January,31,"Woman, 35, shot near traffic light in Delhi"
1698785004-96,January,31,Corjuem Fort to get amphitheatre after Rs 2.8 crore restoration
1698785004-97,January,31,"Tatas for major expansion in Goa, set to pump in Rs 300 crore"
1698785004-98,January,31,Experts flag single panel selecting VCs of 7 varsities in Karnataka
1698785004-99,January,31,"When focus is only on World Cup, you tend to take shortcuts and your foundation remains weak: Shaji Prabhakaran"
1698785004-100,January,31,"Water war: Amit Shah never consulted Goa on Mhadei diversion, say BJP mantris"
1698785004-101,January,31,Kannada writer KV Tirumalesh dead
1698785004-102,January,31,NEET aspirant hangs self in Kota
1698785004-103,January,31,How ‘micro-tunnelling’ is keeping utilities on track during Delhi Metro work
1698785004-104,January,31,Study by Goa Medical College doctors finds 12.7% road accidents due to alcohol consumption
1698785004-105,January,31,Bidders who won e-auction given two months to lift ore
1698785004-106,January,31,TCP revokes permission for Kadamba plateau hill-cutting
1698785004-107,January,31,"Biomass burning main culprit, accounts for one-fourth of Delhi’s pollution in last 3 months"
1698785004-108,January,31,"Suddenly, January rain in excess zone in Delhi"
1698785004-109,January,31,Oppn incensed over delay in Mhadei House panel meet
1698785004-110,January,31,"Light diyas, beat thalis to wake Sawant: Vijai"
1698785004-111,January,31,Nod to our DPR was given as per law: Bommai
1698785004-112,January,31,PhD enrolments in Maharashtra grow 109% in 5 years: Report
1698785004-113,January,31,State to set up 100 solar dryers for farmers to use
1698785004-114,January,31,‘Will send wrong signal’: No bail for former MLA Asif Khan over attack on cop in Delhi
1698785004-115,January,31,Restaurant in CRZ at Calangute razed
1698785004-116,January,31,VIP movement hits traffic on central Delhi roads
1698785004-117,January,31,Curious case of ‘missing’ students after class IX in Delhi govt schools
1698785004-118,January,31,"13 yrs later, court acquits man in drugs case due to lapses in probe"
1698785004-119,January,31,NGT panel to study bridge plan at St Inez Creek mouth
1698785004-120,January,31,Remove musical fountains from Futala: NGO urges HC
1698785004-121,January,31,PWD chief engg gets extension
1698785004-122,January,31,Relax sound curbs for Shigmo: AAP
1698785004-123,January,31,"In between chemo sessions, cancer patient in Delhi runs an army of car thieves"
1698785004-124,January,31,"After Rs 45 lakh Dongri haul, Mumbai cops suspect underworld link to gutkha smuggling"
1698785004-125,January,31,"Union budget: Rs 4 lakh crore likely for rail, highways next fiscal"
1698785004-126,January,31,"Union budget: Rs 4 lakh crore likely for rail, highways next fiscal"
1698785004-127,January,31,Gandhi’s thoughts won’t become obsolete: Welukar
1698785004-128,January,31,Bank staffer who cheated customers of Rs 4.9 crore held in Bengaluru
1698785004-129,January,31,Diagnostics at Rs 50! BJP gets itself tested before BMC poll
1698785004-130,January,31,"Yaki, endangered Indonesian macaque, caged in toilet in Bengaluru"
1698785004-131,January,31,"HC notice to governor, VC on plea against dean’s appointment"
1698785004-132,January,31,School tribunal stays transfer of Bishop Cotton in-charge principal
1698785004-133,January,31,Two Goa ministers condemn Amit Shah for remark on water sharing
1698785004-134,January,31,Two adults found infected with rare whooping cough causing bacteria in Nagpur
1698785004-135,January,31,"Supreme Court to hear Edappadi K Palaniswami's plea on February 3, seeks EC reply"
1698785004-136,January,31,"Supreme Court to hear Edappadi K Palaniswami's plea on February 3, seeks EC reply"
1698785004-137,January,31,88-year-old Delhi woman killed in suspected robbery bid
1698785004-138,January,31,Special watch on WhatsApp groups to avert hate crimes: Amravati CP
1698785004-139,January,31,"Akhilesh joins row over Ramcharitmanas, says will seek Yogi’s translation"
1698785004-140,January,31,"Soon, 180 Delhi govt websites in new avatar"
1698785004-141,January,31,Delhi-Mumbai Expressway stretch to open on February 12
1698785004-142,January,31,Sharjeel Imam’s bail plea should be sent back to trial court: Delhi Police
1698785004-143,January,31,"Couple stabbed to death in Etah, 3-year-old child critically injured"
1698785004-144,January,31,"With five vacant posts, Tamil Nadu information panel 'defunct'"
1698785004-145,January,31,2 held for throwing bottle at Kailash Kher
1698785004-146,January,31,"Taj Mahal, Agra Fort to be closed for some hours on February 12"
1698785004-147,January,31,Dacoit wanted in 3 states held in Rajasthan after fierce gunfight
1698785004-148,January,31,Man booked for beating dog to death in Pilibhit
1698785004-149,January,31,"Restricting me was a move to hide govt’s failure, will intensify stir: Sonam"
1698785004-150,January,31,"PUBG addict’s violence forces mother, sister to flee home in Pune"
1698785004-151,January,31,Covid infrastructure to be upgraded for Rs 16 crore in Chennai
1698785004-152,January,31,3 held for duping Swiss national visiting Taj Mahal
1698785004-153,January,31,"Karnataka: Ramesh Jarkiholi blames DK Shivakumar for sex video, seeks CBI probe"
1698785004-154,January,31,Kidnap case: DGP C Sylendra Babu lambasts Tenkasi SP
1698785004-155,January,31,Scuffle between SP & BJP workers during graduate MLC elections in Moradabad
1698785004-156,January,31,"High Court steps in, Telangana govt and governor Tamilisai Soundararajan reach a deal"
1698785004-157,January,31,"Tamil Nadu woman, 76, found dead; police hunt for killer"
1698785004-158,January,31,6 arrested for stealing fishplates of railway tracks in Muzaffarnagar
1698785004-159,January,31,DMK panchayat president held for abusing dalit boy for temple entry in Salem
1698785004-160,January,31,Covid-finance knockout combo cripples Kolkata's private bus sector
1698785004-161,January,31,Massive avalanche 60km from Joshimath
1698785004-162,January,31,"Chill returns in Kolkata, may stay till Sunday"
1698785004-163,January,31,"Asked why she was out late, UP woman throws acid on hubby"
1698785004-164,January,31,"Public flogging: Cops prima facie guilty, Gujarat govt tells HC"
1698785004-165,January,31,"Governor Tamilisai Soundararajan to address assembly, Telangana high court helps end budget logjam"
1698785004-166,January,31,"Rajasthan MLAs didn’t quit voluntarily during 2022 crisis, HC told"
1698785004-167,January,31,Committee apprised of 3 options for rehabilitation in Joshimath
1698785004-168,January,31,"Dense fog in Ahmedabad: 106 flights delayed, 7 cancelled"
1698785004-169,January,31,"Over eight years, 75% children adopted in Telangana are girls"
1698785004-170,January,31,"Telangana: 2 killed, 2 hurt in cement factory fire at Suryapet"
1698785004-171,January,31,Man kills self on Kolkata-Ahmedabad video call with wife
1698785004-172,January,31,"Brother of rape survivor found dead in Meerut, kin claim killed for going to cops"
1698785004-173,January,31,"Ankita murder: Uttarakhand HC stays Pulkit Arya's narco, polygraph tests"
1698785004-174,January,31,"International gaming-betting racket busted, 8 arrested in Noida"
1698785004-175,January,31,"Loan fraud gang busted, 3 nabbed in Hyderabad"
1698785004-176,January,31,Ahmedabad to get colder
1698785004-177,January,31,Attitude is key to achieving your full potential: Vujicic
1698785004-178,January,31,"Of 5,000 surveyed, 19 hawkers first in Kolkata to get civic ID cards"
1698785004-179,January,31,Army central command chief leads para jump
1698785004-180,January,31,No new Covid-19 case reported in Delhi
1698785004-181,January,31,"Opposition lists debate topics: Adani, China, BBC row"
1698785004-182,January,31,Kolkata: MCH students see BBC documentary after super's 'no'
1698785004-183,January,31,Oreva Group accepts formula by Gujarat HC on compensation
1698785004-184,January,31,"Omar, Mufti, Raja echo Congress's call for opposition unity"
1698785004-185,January,31,"In a first for Uttarakhand, state's Republic Day tableau clinches top spot"
1698785004-186,January,31,"Masters in engineering, law apply for junior clerk posts in Gujarat University"
1698785004-187,January,31,24 guards to keep Kolkata airport runway free of birds and animals
1698785004-188,January,31,Govt brainstorms social media policy to woo people
1698785004-189,January,31,Fight over Rs 300 passes over to fourth generation in Gujarat
1698785004-190,January,31,Darjeeling's bonding with Land Rovers: 75 years and going strong
1698785004-191,January,31,Party that divided nation now talking about unity: BJP
1698785004-192,January,31,Ahmedabad Municipal Corporation begins probe into Shahibaug teen's death
1698785004-193,January,31,Govt sets March 1 deadline for TV channels to report obligatory public service content
1698785004-194,January,31,"India's January rain hits 5-year low, can impact rabi crops: Experts"
1698785004-195,January,31,Ex-corporator held on charge of obstructing ED searches in Pune
1698785004-196,January,31,"Pune: Kalyaninagar residents, with help from IT firms, get wardens to ease traffic chaos"
1698785004-197,January,31,6-year-old boy dies in Nashik leopard attack
1698785004-198,January,31,"Gujarat govt mulls body to sync development of Ahmedabad, Gandhinagar"
1698785004-199,January,31,"E-rickshaws everywhere but most illegal in Ghaziabad, drivers don't have permits either"
1698785004-200,January,31,Key trends from Paris Haute Couture Week 2023
1698785004-201,January,31,"10,918 vs 10,340: Local patent filings beat overseas ones"
1698785004-202,January,31,"After thaw, midnight talks on between governor and government"
1698785004-203,January,31,"Digital evaluation: Board of Intermediate Education boss clears the air, claims move to end 'fixing' in Telangana"
1698785004-204,January,31,"Happy about Padma Bhushan, but didn't seek or want honour, says Chinna Jeeyar"
1698785004-205,January,31,Don't turn Raj Bhavan into epicentre of politics : KT Rama Rao
1698785004-206,January,31,Tribunal asks driver & insurance company to pay Rs 80 lakh to kin of Mumbai cop killed in mishap
1698785004-207,January,31,'Will submit Narendra Dabholkar case report in 3 weeks'
1698785004-208,January,31,Indira Canteens face water woes as Bangalore Water Supply and Sewerage Board cuts supply over Rs 15 crore dues
1698785004-209,January,31,Affiliation: School's 3rd branch sees protests in Bengaluru
1698785004-210,January,31,BJP leaders hold strategy meeting ahead of Parliament session
1698785004-211,January,31,Teen student falls to death from 8th floor of rental flat in Panvel
1698785004-212,January,31,"In Noida, from March, 100 buses to take you home from Metro stations"
1698785004-213,January,31,"After high court ruling, EC withholds Lakshadweep LS byelections"
1698785004-214,January,31,"'3,221 prosecuted, 97 meat shops sealed' in Gujarat"
1698785004-215,January,31,"Capital gains tax Budget 2023: Tax regime very complex; investors seek changes, finds TOI-Deloitte Survey"
1698785004-216,January,31,Illegal office 'of UBT Sena's Anil Parab' razed in Mumbai
1698785004-217,January,31,"Nashik MLC poll sees low voter turnout, Marathwada registers 86%"
1698785004-218,January,31,"Nashik MLC poll sees low voter turnout, Marathwada registers 86%"
1698785004-219,January,31,Lack of proper equipment cost a life: Congress
1698785004-220,January,31,"In Bengaluru, fraudster borrows Rs 50 lakh from four banks in salesman's name"
1698785004-221,January,31,"Wavering weather causing chronic cold, fever in Ahmedabad"
1698785004-222,January,31,Marathi font PIL: Bombay HC asks petitioner to deposit Rs 1 lakh
1698785004-223,January,31,"Illegal conversions won't be allowed, says Yogi Adityanath in Maharashtra"
1698785004-224,January,31,Gorakhnath temple attacker Ahmed Murtaza Abbasi gets death penalty in Uttar Pradesh
1698785004-225,January,31,No relaxation in new age criterion from Gujarat govt
1698785004-226,January,31,"Ex-SDM, tehsildar of Sonbhadra Sadar tehsil booked for trader's '2022 custodial death in Varanasi"
1698785004-227,January,31,"Ramcharitmanas row: SP and BJP hand in glove, says Uttar Pradesh former CM Mayawati"
1698785004-228,January,31,"Acid attack a fallout of same-sex relation, interior designer held in Lucknow"
1698785004-229,January,31,Bruhat Bengaluru Mahanagara Palike resumes demolition drive
1698785004-230,January,31,UP's gritty girls beat odds to achieve WC glory
1698785004-231,January,31,"Gautam Buddha Nagar's Dadri businessman, his two children leave house after assault; 2 held"
1698785004-232,January,31,"UP Ex-DGP Sulkhan Singh supports Swami Prasad Maurya, says raising questions on texts must for Hindu unity"
1698785004-233,January,31,"Will ask UP CM Yogi Adityanath to translate some verses, says Akhilesh Yadav"
1698785004-234,January,31,Sena vs Sena: Both factions make final submissions to EC
1698785004-235,January,31,BMC likely to budget for higher funds for roads & bridges departments
1698785004-236,January,31,"SRP man disowns sister, attacked by her in-laws in Ahmedabad"
1698785004-237,January,31,"AI to missile systems, BEL to put up big show at Aero India"
1698785004-238,January,31,"First new genus of wasps found in South India, named after Soliga tribe"
1698785004-239,January,31,Bridge bone conduction surgery takes 8-year-old into world of sound in Ahmedabad
1698785004-240,January,31,Local faults to overloaded infrastructure in Gurugram: Rain sparks outages
1698785004-241,January,31,Ahmedabad Municipal Corporation may raise property tax rates
1698785004-242,January,31,Replicas of Mahim Dargah gate to adorn Mumbai's JJ flyover
1698785004-243,January,31,"6 held with fake notes, bullion in Surat"
1698785004-244,January,31,Aarey: MMRC declines to share information on litigation cost
1698785004-245,January,31,"3 hold businessman & family hostage in Rewari, flee with Rs 7 lakh"
1698785004-246,January,31,"Indo-Japan Friendship Association (IJFA) Gujarat, to widen scope of Indo-Japan exchange programme"
1698785004-247,January,31,LIC seeks clarification from Adani on report
1698785004-248,January,31,Ex-corporator goes on fast against RMC plant in Mumbai
1698785004-249,January,31,"Fraud cannot be obfuscated by nationalism, says Hindenburg"
1698785004-250,January,31,"Hindu morcha a challenge to PM Narendra Modi, Amit Shah: Sanjay Raut"
1698785004-251,January,31,"Sensex ends in green, gold hits new high"
1698785004-252,January,31,Karnataka: Simmering power struggle brings family rift into open
1698785004-253,January,31,'UNSC incapable of taking decision on Europe crisis'
1698785004-254,January,31,2 acquitted in Bhiwandi rape case
1698785004-255,January,31,Karnataka Congress embarks on its fourth survey
1698785004-256,January,31,Pay & park on 8 commercial streets on Mysuru City Corporation agenda
1698785004-257,January,31,Mysureans who walked with Rahul Gandhi: Experience of a lifetime
1698785004-258,January,31,"Bokaro woman dies, three sick after taking quack's herbal medicine"
1698785004-259,January,31,"Bokaro woman dies, three sick after taking quack's herbal medicine"
1698785004-260,January,31,Stable cotton prices spur Gujarat textile industry recovery
1698785004-261,January,31,For state to make policy on snake bite deaths: Bombay HC
1698785004-262,January,31,Insecure app wreaks havoc in couple's life in Vadodara
1698785004-263,January,31,Dairy boss Schumacher named as Unilever CEO
1698785004-264,January,31,"Now, woman throws acid on husband in Kanpur"
1698785004-265,January,31,"It's not new, nor unusual: Jharkhand CM Hemant Soren on governor returning domicile bill"
1698785004-266,January,31,"It's not new, nor unusual: Jharkhand CM Hemant Soren on governor returning domicile bill"
1698785004-267,January,31,"IBM, SAP staff in India nervous due to layoffs"
1698785004-268,January,31,"CM Eknath Shinde meets Maharashtra MPs before Union budget, NCP says it's bit too late"
1698785004-269,January,31,Helicopter ride available at Kalasa Utsava
1698785004-270,January,31,Sextortion cases involving students on the rise in Dakshina Kannada
1698785004-271,January,31,"World’s most expensive $1.5 billion Indo-US NISAR sat project ready, payload to fly to India on February 1"
1698785004-272,January,31,"World’s most expensive $1.5 billion Indo-US NISAR sat project ready, payload to fly to India on February 1"
1698785004-273,January,31,Bigg Boss 16: Shiv Thakare gets excited as he learns about his trend 'Vijay Bhava Shiv'; Designer Ken Fern enters to finalise contestant's finale outfits
1698785004-274,January,31,LIC seeks clarification from Adani on report
1698785004-275,January,31,"Chhattisgarh illegal coal levy scam: ED files charge sheet against Saumya Chaurasia, others"
1698785004-276,January,31,SDMCs' contributions to be recognised
1698785004-277,January,31,"Second snag in official aircraft, Maharashtra CM Eknath Shinde inaugurates event online"
1698785004-278,January,31,DRDO develops unfurlable antenna for space radar
1698785004-279,January,31,Wanted woman Maoist Madkam Ungi Kamla nabbed by NIA in Bijapur
1698785004-280,January,31,Sun Pharma acquires three anti-inflammation brands
1698785004-281,January,31,Votes cast for 5 MLC seats in Maharashtra after Congress rebellion row
1698785004-282,January,31,Music festival to introduce folk tunes to Gen Z in Mumbai
1698785004-283,January,31,Pub-G addict forces kin to flee in Gujarat
1698785004-284,January,31,Girl ends life after insult in Karnataka
1698785004-285,January,31,Karnataka Darshan study tour restarts after Covid break
1698785004-286,January,31,Audi murder in Panvel: 2 more held; had disposed of pistol used for crime
1698785004-287,January,31,"Gujarat man sentenced to death for rape, murder of 9-year-old"
1698785004-288,January,31,"After temple vandalism, clashes in Australia over proposed Khalistan vote"
1698785004-289,January,31,Trains on Chennai to Bengaluru route to run faster from next month
1698785004-290,January,31,Karnataka residents hopeful for railway goodies in Union budget
1698785004-291,January,31,40 Keshavnagar societies unite to push for better civic infrastructure in Pune
1698785004-292,January,31,Techie dies as truck hits bike on risky bypass in Pune
1698785004-293,January,31,Friend killed lodge owner for cash and ornaments in Pune: Police
1698785004-294,January,31,Two held in abetment to suicide case in Mumbai
1698785004-295,January,31,"Shut for a month, Swargate grade separator reopens in Pune"
1698785004-296,January,31,Steep airfares fail to deter flyers during festive season in Pune
1698785004-297,January,31,"Two held, six boys detained in clash of two groups in Pune"
1698785004-298,January,31,"Morning humidity levels on the rise, minimums may drop to single digit in Pune"
1698785004-299,January,31,Leafy vegetables become dearer by 20-30% due to poor supply in Pune
1698785004-300,January,31,'Register objections against proposed power tariff hike' in Maharashtra
1698785004-301,January,31,Admission intake trouble for colleges without NAAC grade in Pune
1698785004-302,January,31,75% patients of CAR T-Cell therapy 'may need bone marrow transplant'
1698785004-303,January,31,"Schools slow to register for RTE process, deadline nears in Pune"
1698785004-304,January,31,"Armyman falls prey to online fraud, loses Rs 38,000 in Pune"
1698785004-305,January,31,Forest department rescues sambar from 50-foot well in Junnar
1698785004-306,January,31,In Maharashtra draft policy includes role of parents to elevate learning
1698785004-307,January,31,Maharashtra governor Bhagat Singh Koshyari forms panels for selection of VCs for two universities
1698785004-308,January,31,53-year-old rapes minor in Gujarat
1698785004-309,January,31,"Kolkata: CRS rides Ruby-New Garia stretch, hope for February run"
1698785004-310,January,31,"Tutor assaults 10-year-old in Kolkata, arrested"
1698785004-311,January,31,"Leopards kill two toddlers in Upleta, Bodeli"
1698785004-312,January,31,Fire breaks out in Sion building; no casualties
1698785004-313,January,31,"Leopards kill two toddlers in Upleta, Bodeli"
1698785004-314,January,31,Get fishermen in Pakistan jails freed: MLA Sunil Bhusare
1698785004-315,January,31,"Teen killed, four others injured in shooting at Texas lounge"
1698785004-316,January,31,"In Kolkata, motorists spot 'reckless' school bus, alert cops"
1698785004-317,January,31,Woman held for sex abuse of 15-year-old boy in Kalyan
1698785004-318,January,31,"Coastline in Chennai, Tiruvallur & Kancheepuram changing shape"
1698785004-319,January,31,"Coastline in Chennai, Tiruvallur & Kancheepuram changing shape"
1698785004-320,January,31,"Class XII exam results to be out on May 5, Class X on May 17 in Tamil Nadu"
1698785004-321,January,31,Burkina Faso says 28 killed in 2 attacks by armed assailants
1698785004-322,January,31,"Kolkata traffic cops propose median railings along EM Bypass, FOB at Ruby crossing"
1698785004-323,January,31,"Dog run over by car in Maharashtra's Dombivli, FIR against driver"
1698785004-324,January,31,'Claims of activists on turtle nesting sites motivated' in Tamil Nadu
1698785004-325,January,31,OMR continues to wait for playgrounds in Tamil Nadu
1698785004-326,January,31,10 wounded in drive-by shooting in Florida: Police
1698785004-327,January,31,West Bengal: Hospital asked to pay Rs 2.7 lakh to orphanage
1698785004-328,January,31,Man held for sexual abuse of 6-year-old girl in Mumbai
1698785004-329,January,31,"Govt schools get a makeover, thanks to group of youngsters in Chennai"
1698785004-330,January,31,Seven duped of Rs 15 lakh in online job scam in Thane
1698785004-331,January,31,"Survivor-wife offers surety, bail for Pocso accused in delhi"
1698785004-332,January,31,Builder buys land in Thane for Rs 655 crore
1698785004-333,January,31,CM Mamata Banerjee plans 'Bangla Book Fair' in Delhi
1698785004-334,January,31,I will prefer to die than join hands with BJP again: Bihar CM Nitish Kumar
1698785004-335,January,31,MSRTC e-bus gets green look; 100 to run on Mumbai-Pune route
1698785004-336,January,31,139 doctors of Delhi govt hospitals promoted after 3-year delay
1698785004-337,January,31,18-year-old killed in group rivalry in Patna
1698785004-338,January,31,"Bike-borne constable hit by bus, dies in Hyderabad"
1698785004-339,January,31,Peerzadiguda politicos get clean chit in gambling case in Hyderabad
1698785004-340,January,31,"Interstate job racket busted, six arrested in Bihar & UP"
1698785004-341,January,31,Trainee duped of Rs 1.6 lakh for freelance job in Mumbai
1698785004-342,January,31,Delhi LG VK Saxena helps 3 get police jobs on grounds of compassion
1698785004-343,January,31,"Upendra Kushwaha should resign, says JD(U) Bihar chief"
1698785004-344,January,31,'Consider a central park at Mahalaxmi'
1698785004-345,January,31,Lalu Prasad may return from Singapore in February
1698785004-346,January,31,Delhi HC transfers same-sex marriage petitions to SC
1698785004-347,January,31,Hisar Agri University scientists identify new disease in sorghum millet
1698785004-348,January,31,"Shark Tank India 2: LGBTQ pitcher and his mother win praise from Anupam Mittal, Vineeta Singh for being courageous"
1698785004-349,January,31,Makeup hacks that you should never try
1698785004-350,January,31,This Harvard study reveals how you can be more 'likeable'
